CREDIT,TERM,FST_PAYMENT,ID_CLIENT
3784.0,3,3086.0,106807489
5000.0,3,1000.0,106807490
15880.0,12,3000.0,106807491
7720.0,12,860.0,106807492
9515.0,10,1060.0,106807493
13539.2,8,2000.0,106807494
26600.0,10,3000.0,106807495
34700.0,10,4000.0,106807496
3200.0,3,4000.0,106807497
26910.0,10,5000.0,106807498
7909.0,6,5000.0,106807499
13137.0,12,1650.0,106807500
22233.0,6,4500.0,106807501
8386.0,6,2000.0,106807502
18150.0,12,4000.0,106807503
21430.0,24,2500.0,106807504
35400.0,6,30000.0,106807505
80000.0,36,58800.0,106807506
15221.0,12,1695.0,106807507
9606.0,12,1300.0,106807508
9160.0,12,1020.0,106807509
9989.0,18,1110.0,106807510
9325.0,6,1040.0,106807511
6610.0,6,740.0,106807512
27740.0,6,9250.0,106807513
9800.0,3,1100.0,106807514
20650.0,12,0.0,106807515
20770.0,8,3700.0,106807516
8262.0,5,918.0,106807517
4455.0,10,495.0,106807518
32000.0,12,8000.0,106807519
9000.0,10,1700.0,106807520
5840.0,6,1500.0,106807521
5294.0,6,600.0,106807522
19522.0,12,5000.0,106807523
7839.0,6,1000.0,106807524
20000.0,8,7148.1,106807525
4900.0,6,3500.0,106807526
8200.0,5,0.0,106807527
4540.0,6,810.0,106807528
18624.0,6,4000.0,106807529
5940.0,9,1050.0,106807530
7200.0,10,800.0,106807531
8373.0,3,940.0,106807532
20000.0,12,8000.0,106807533
13490.0,12,1500.0,106807534
18004.0,6,9695.0,106807535
10864.0,12,2716.0,106807536
3885.0,11,540.0,106807537
8200.0,12,1000.0,106807538
43732.8,6,5000.0,106807539
13990.0,9,1560.0,106807540
15930.0,10,1770.0,106807541
13420.0,6,1600.0,106807542
6161.0,6,1087.0,106807543
16990.0,10,2500.0,106807544
7362.0,10,818.0,106807545
4780.0,4,2050.0,106807546
6190.0,6,700.0,106807547
9973.0,5,2000.0,106807548
29990.0,6,5000.0,106807549
15299.0,12,1700.0,106807550
4830.0,3,4000.0,106807551
6000.0,10,0.0,106807552
9000.0,10,1100.0,106807553
4650.0,12,830.0,106807554
12599.0,6,1400.0,106807555
28932.0,12,3215.0,106807556
11600.0,10,4000.0,106807557
41000.0,24,8000.0,106807558
17901.0,10,1989.0,106807559
22000.0,9,2500.0,106807560
3415.0,4,380.0,106807561
6467.0,9,720.0,106807562
7090.0,6,6900.0,106807563
7060.0,6,800.0,106807564
10690.0,12,1188.0,106807565
6105.0,10,700.0,106807566
22320.0,12,3000.0,106807567
14349.0,6,6641.0,106807568
11363.99,10,2000.0,106807569
6889.0,6,2000.0,106807570
15700.0,8,2796.0,106807571
10000.0,6,3980.0,106807572
5857.0,6,1050.0,106807573
13550.0,6,0.0,106807574
18450.0,9,2100.0,106807575
20397.0,8,2649.0,106807576
5994.0,6,2000.0,106807577
21890.0,6,5000.0,106807578
5399.0,10,600.0,106807579
30000.0,24,22000.0,106807580
6000.0,6,800.0,106807581
8156.0,3,8000.0,106807582
30000.0,5,3570.0,106807583
6300.0,6,718.0,106807584
4380.0,3,1000.0,106807585
13792.0,6,1533.0,106807586
13850.0,8,1000.0,106807587
8190.0,12,3600.0,106807588
27342.5,10,3039.0,106807589
5606.0,6,2000.0,106807590
2511.82,5,0.0,106807591
12348.0,10,1000.0,106807592
24750.0,6,2750.0,106807593
3500.0,3,500.0,106807594
9900.0,12,1100.0,106807595
23103.0,12,2567.0,106807596
6280.0,6,700.0,106807597
14891.0,6,1660.0,106807598
25300.0,12,3000.0,106807599
12799.0,10,5000.0,106807600
40000.0,36,14753.0,106807601
15290.0,3,5000.0,106807602
24120.0,5,2680.0,106807603
15990.0,10,3000.0,106807604
20000.0,12,7110.0,106807605
2489.4,5,276.6,106807606
58670.0,18,10000.0,106807607
3860.0,12,430.0,106807608
29799.0,6,3311.0,106807609
20750.0,12,2330.0,106807610
9790.0,3,2450.0,106807611
13843.0,8,3000.0,106807612
8000.0,6,2160.0,106807613
32000.0,10,16750.0,106807614
20113.0,10,7477.0,106807615
6400.0,6,6500.0,106807616
3530.0,4,0.0,106807617
80973.0,24,10007.0,106807618
18350.0,10,2040.0,106807619
29905.0,12,5000.0,106807620
16899.0,9,4200.0,106807621
3141.0,3,349.0,106807622
2100.0,6,1000.0,106807623
17000.0,12,2400.0,106807624
8900.0,6,10090.0,106807625
14399.0,6,1650.0,106807626
6481.8,5,720.2,106807627
17998.0,12,0.0,106807628
10000.0,6,5000.0,106807629
11750.0,10,1310.0,106807630
17432.0,18,4358.0,106807631
10198.0,3,1800.0,106807632
28059.81,6,6000.0,106807633
17370.0,18,9000.0,106807634
7586.0,6,850.0,106807635
6400.0,6,1000.0,106807636
29470.0,6,3300.0,106807637
3800.0,6,1000.0,106807638
20630.0,10,4000.0,106807639
24263.0,6,2696.0,106807640
7595.0,5,400.0,106807641
9282.0,6,1638.0,106807642
12840.0,6,9000.0,106807643
40500.0,12,4500.0,106807644
19736.0,24,3400.0,106807645
21990.0,6,3000.0,106807646
9590.0,6,1100.0,106807647
59224.0,6,14806.0,106807648
22139.0,10,2460.0,106807649
14730.0,6,15000.0,106807650
19611.0,10,2179.0,106807651
20000.0,10,0.0,106807652
3000.0,6,1267.0,106807653
76300.0,24,10000.0,106807654
6529.0,6,1160.0,106807655
12989.0,6,1500.0,106807656
8350.0,3,2500.0,106807657
23539.0,12,0.0,106807658
4080.0,12,1020.0,106807659
13190.0,10,1500.0,106807660
12800.0,6,2000.0,106807661
23912.0,10,5000.0,106807662
24420.0,10,3000.0,106807663
7395.0,4,5000.0,106807664
16975.0,12,525.0,106807665
12597.0,6,1400.0,106807666
5940.0,6,1050.0,106807667
7000.0,6,1000.0,106807668
4010.0,5,0.0,106807669
21340.0,6,10000.0,106807670
14998.0,10,0.0,106807671
7650.0,6,2000.0,106807672
20660.0,9,15000.0,106807673
23399.0,10,2600.0,106807674
25145.79,10,3000.0,106807675
39028.0,12,4340.0,106807676
15500.0,6,12000.0,106807677
13392.0,6,1488.0,106807678
7839.0,6,1000.0,106807679
17248.0,10,4000.0,106807680
5746.0,4,680.0,106807681
8840.0,12,1560.0,106807682
10310.0,10,2000.0,106807683
7092.0,5,788.0,106807684
14550.0,5,0.0,106807685
15200.0,6,1700.0,106807686
12695.0,3,393.0,106807687
4799.0,3,1000.0,106807688
10609.2,5,4546.8,106807689
3000.0,6,2800.0,106807690
22212.0,6,19958.0,106807691
9180.0,6,1620.0,106807692
7990.0,4,888.0,106807693
7829.0,12,870.0,106807694
5687.0,9,1005.0,106807695
99313.0,12,39487.0,106807696
34891.0,10,6500.0,106807697
17990.0,12,2000.0,106807698
15739.0,6,10000.0,106807699
11977.0,10,1331.0,106807700
14000.0,9,3500.0,106807701
6697.0,6,1500.0,106807702
18990.0,12,3000.0,106807703
18800.0,12,2100.0,106807704
18898.0,12,18000.0,106807705
4299.0,6,1000.0,106807706
13010.0,12,1445.0,106807707
17763.0,6,3135.0,106807708
5399.0,10,600.0,106807709
27088.0,6,3010.0,106807710
21578.0,12,2400.0,106807711
12800.0,3,18080.0,106807712
20980.0,10,3000.0,106807713
35960.0,24,4000.0,106807714
7920.0,12,900.0,106807715
19250.0,6,3400.0,106807716
5300.0,6,6000.0,106807717
26379.91,6,4660.0,106807718
6290.0,12,1200.0,106807719
16197.0,12,1900.0,106807720
18185.0,18,2030.0,106807721
3220.0,6,570.0,106807722
10029.92,6,10000.0,106807723
10471.0,3,5000.0,106807724
9720.0,10,1080.0,106807725
22000.0,12,4000.0,106807726
45750.0,10,5100.0,106807727
10000.0,6,1600.0,106807728
5350.0,12,700.0,106807729
5661.0,6,629.0,106807730
19751.0,10,2200.0,106807731
20786.0,12,2310.0,106807732
11368.0,3,9272.0,106807733
24223.0,12,2700.0,106807734
15360.0,9,2710.0,106807735
2873.0,12,507.0,106807736
13173.0,6,3000.0,106807737
7968.0,6,1992.0,106807738
32000.0,6,4000.0,106807739
11445.0,6,1300.0,106807740
3730.0,3,1598.0,106807741
13462.0,6,1500.0,106807742
13469.0,12,420.0,106807743
16908.0,10,2000.0,106807744
18270.0,12,2030.0,106807745
10600.0,6,5000.0,106807746
22770.0,10,3000.0,106807747
3930.0,6,3000.0,106807748
13635.0,10,1515.0,106807749
5500.0,6,2000.0,106807750
5650.0,10,3000.0,106807751
13278.0,8,10512.0,106807752
6470.0,4,1000.0,106807753
9250.0,3,1000.0,106807754
4885.0,6,600.0,106807755
14528.0,6,11076.0,106807756
16000.0,10,1781.83,106807757
2158.0,12,917.0,106807758
13847.0,12,1000.0,106807759
21597.8,11,2500.0,106807760
4920.0,6,868.42,106807761
15784.0,6,3000.0,106807762
5090.0,9,900.0,106807763
6560.0,6,3000.0,106807764
6910.0,6,1220.0,106807765
26300.0,12,4650.0,106807766
10432.0,6,2608.0,106807767
6570.0,6,1600.0,106807768
6024.0,6,1065.0,106807769
11790.0,5,1310.0,106807770
4400.0,6,500.0,106807771
12000.0,12,2000.0,106807772
10080.0,10,1120.0,106807773
24650.0,6,5000.0,106807774
6295.0,6,700.0,106807775
36617.0,10,13613.0,106807776
14593.0,4,2000.0,106807777
11340.0,6,5000.0,106807778
9950.0,6,4000.0,106807779
19490.0,10,3000.0,106807780
10260.0,12,0.0,106807781
19590.0,10,5000.0,106807782
11180.0,10,1250.0,106807783
13990.0,6,10000.0,106807784
23950.0,12,750.0,106807785
10890.0,12,1300.0,106807786
13087.0,6,1500.0,106807787
4661.0,5,3969.0,106807788
16965.0,5,1885.0,106807789
5877.0,3,653.0,106807790
8100.0,3,0.0,106807791
2800.0,6,2504.0,106807792
9928.0,10,1752.0,106807793
19900.0,12,2500.0,106807794
12490.0,12,1500.0,106807795
14050.0,10,0.0,106807796
13895.0,6,2500.0,106807797
8442.0,5,938.0,106807798
16190.0,6,12000.0,106807799
17040.0,5,10000.0,106807800
29750.0,6,10000.0,106807801
26590.0,12,5000.0,106807802
11966.0,10,2112.0,106807803
6800.0,6,1800.0,106807804
11890.0,12,1330.0,106807805
25700.0,10,3300.0,106807806
23140.0,6,0.0,106807807
19880.0,12,2300.0,106807808
17000.0,12,8000.0,106807809
4999.0,6,0.0,106807810
28640.0,6,15000.0,106807811
9400.0,6,5000.0,106807812
6281.0,6,5847.0,106807813
4190.0,6,1000.0,106807814
9095.0,9,1605.0,106807815
4768.0,6,530.0,106807816
19830.0,12,2210.0,106807817
19316.0,6,2634.0,106807818
5592.0,6,1398.0,106807819
14854.0,18,0.0,106807820
2299.0,3,1400.0,106807821
2950.0,3,3000.0,106807822
8500.0,12,1000.0,106807823
13734.0,3,7000.0,106807824
6860.0,4,5000.0,106807825
13507.0,12,2500.0,106807826
6100.0,6,1080.0,106807827
6580.0,3,1000.0,106807828
22280.0,3,2600.0,106807829
14717.0,3,10000.0,106807830
8430.0,6,1000.0,106807831
26819.0,6,9991.0,106807832
4314.0,12,480.0,106807833
31990.6,6,15000.0,106807834
32400.0,12,5500.0,106807835
7578.0,5,842.0,106807836
27130.0,10,3100.0,106807837
6199.0,6,1100.0,106807838
22990.0,3,8000.0,106807839
2900.0,3,5000.0,106807840
28775.0,10,3500.0,106807841
9445.0,6,9445.95,106807842
12450.0,10,0.0,106807843
5415.0,10,1200.2,106807844
29700.0,12,3318.4,106807845
14310.0,12,1590.0,106807846
18144.0,12,2016.0,106807847
3749.0,8,3750.0,106807848
22792.0,6,3108.0,106807849
20000.0,12,5990.0,106807850
18750.0,24,3000.0,106807851
17490.0,12,2000.0,106807852
9189.0,7,3000.0,106807853
8580.0,12,1000.0,106807854
3000.0,3,2237.0,106807855
19900.0,6,14000.0,106807856
6650.0,3,500.0,106807857
24300.0,10,2700.0,106807858
26896.0,10,3000.0,106807859
10750.0,12,1500.0,106807860
63306.0,18,7034.0,106807861
29942.0,9,3500.0,106807862
12742.0,12,2248.0,106807863
14949.0,6,1661.0,106807864
29640.0,12,4680.0,106807865
30879.55,12,4000.0,106807866
12200.0,3,1500.0,106807867
17640.0,4,2238.0,106807868
24650.0,6,0.0,106807869
6740.0,3,20000.0,106807870
6299.0,6,700.0,106807871
23677.0,10,5000.0,106807872
9610.0,3,0.0,106807873
24630.0,5,2480.0,106807874
13990.0,6,0.0,106807875
65000.0,12,5000.0,106807876
14092.0,6,15000.0,106807877
5660.0,6,999.2,106807878
23300.0,10,2600.0,106807879
8490.0,8,8500.0,106807880
23552.0,12,4348.0,106807881
16350.0,12,2885.0,106807882
7144.0,6,0.0,106807883
22670.0,10,2520.0,106807884
9000.0,9,1600.0,106807885
5448.0,9,1000.0,106807886
18012.0,10,7000.0,106807887
20431.0,9,5108.0,106807888
15770.0,6,3000.0,106807889
18216.0,8,8734.0,106807890
5050.0,4,600.0,106807891
31460.0,12,12000.0,106807892
6741.0,5,749.0,106807893
11430.0,12,3000.0,106807894
6793.0,6,1200.0,106807895
21506.0,6,5000.0,106807896
12680.0,12,1500.0,106807897
22896.0,6,3500.0,106807898
17140.0,6,4000.0,106807899
6691.0,12,5000.0,106807900
11687.0,12,0.0,106807901
3645.0,5,405.0,106807902
27150.0,10,3000.0,106807903
15470.0,10,2000.0,106807904
13100.0,12,1300.0,106807905
20200.0,10,3000.0,106807906
13018.1,6,2000.0,106807907
18800.0,6,5000.0,106807908
3880.0,10,700.0,106807909
5640.0,6,1000.0,106807910
9350.0,9,1650.0,106807911
5670.0,6,630.0,106807912
23688.0,6,2640.0,106807913
7410.0,6,1500.0,106807914
11070.0,10,3500.0,106807915
16691.0,10,2000.0,106807916
10410.0,13,2000.0,106807917
21658.0,24,3822.0,106807918
7488.0,6,1500.0,106807919
9900.0,6,1100.0,106807920
10100.0,6,4950.0,106807921
10190.0,10,5000.0,106807922
24085.0,13,3000.0,106807923
14047.0,12,2500.0,106807924
5043.0,12,600.0,106807925
4729.72,13,0.0,106807926
14400.0,10,2000.0,106807927
16875.0,10,1875.0,106807928
24200.0,10,2700.0,106807929
19457.0,12,3433.0,106807930
11950.0,6,0.0,106807931
78400.0,6,8800.0,106807932
56673.0,5,6297.0,106807933
6000.0,3,6625.16,106807934
10800.0,10,1500.0,106807935
5817.0,6,1000.1,106807936
9596.0,7,6000.0,106807937
16990.0,12,8000.0,106807938
5250.0,6,1000.0,106807939
24179.0,10,9910.0,106807940
25740.0,6,2860.0,106807941
35610.0,6,30000.0,106807942
3786.0,12,0.0,106807943
4788.0,10,1197.0,106807944
6033.0,6,5600.0,106807945
10034.0,12,1771.0,106807946
7000.0,6,16070.0,106807947
86900.0,24,10000.0,106807948
7300.0,6,820.0,106807949
9728.0,10,1100.0,106807950
4870.0,12,600.0,106807951
9144.0,10,1016.0,106807952
16701.0,9,2947.0,106807953
19390.0,6,2000.0,106807954
11240.0,6,2000.0,106807955
29875.0,12,3000.0,106807956
4638.0,10,516.0,106807957
19560.0,12,2200.0,106807958
13148.0,8,2000.0,106807959
3130.0,6,560.0,106807960
13850.0,6,1540.0,106807961
7850.0,9,0.0,106807962
23146.0,10,5786.0,106807963
22500.0,9,2500.0,106807964
4312.0,8,480.0,106807965
4760.0,6,840.0,106807966
14185.0,10,2000.0,106807967
4180.0,10,700.0,106807968
23268.0,10,2600.0,106807969
14100.0,12,5000.0,106807970
23130.0,5,2570.0,106807971
4392.0,5,488.0,106807972
70705.96,12,40000.0,106807973
19482.0,5,4870.0,106807974
18500.0,6,11000.0,106807975
6495.0,6,1500.0,106807976
6790.0,10,1000.0,106807977
3448.0,10,400.0,106807978
6999.9,6,3000.0,106807979
16500.0,6,3000.0,106807980
8430.0,6,2410.0,106807981
6120.0,10,680.0,106807982
12500.0,12,1500.0,106807983
17839.92,12,3200.0,106807984
8200.0,12,1500.0,106807985
17340.0,6,0.0,106807986
22660.0,10,2600.0,106807987
10286.0,5,2571.0,106807988
20700.0,16,2300.0,106807989
21505.0,12,3795.0,106807990
8490.0,10,1500.0,106807991
10668.0,12,2000.0,106807992
6056.0,8,0.0,106807993
6289.0,6,1110.0,106807994
11779.0,10,2079.02,106807995
6136.58,8,1535.0,106807996
17850.0,12,3150.0,106807997
18497.0,13,0.0,106807998
5850.0,8,650.0,106807999
25447.0,6,6000.0,106808000
13623.0,10,1520.0,106808001
5932.0,6,1058.0,106808002
25179.0,15,4444.0,106808003
7032.0,6,4000.0,106808004
14800.0,6,3700.0,106808005
17020.0,6,2230.0,106808006
13050.0,6,8000.0,106808007
19905.0,6,6875.0,106808008
3590.0,6,700.0,106808009
5482.3,6,2027.7,106808010
2940.0,3,1000.0,106808011
10330.0,10,1300.0,106808012
12593.7,5,1399.3,106808013
30813.0,10,5437.0,106808014
13300.0,10,2000.0,106808015
12339.0,9,2000.0,106808016
6930.0,10,770.0,106808017
2950.0,10,520.0,106808018
10712.0,12,1500.0,106808019
16989.92,18,0.0,106808020
7859.0,6,10000.2,106808021
37560.0,10,12520.0,106808022
4072.0,10,718.0,106808023
5516.0,6,5500.0,106808024
13670.0,6,2420.0,106808025
17000.0,10,1000.0,106808026
26910.0,6,2990.0,106808027
5500.0,12,800.0,106808028
16450.71,12,508.79,106808029
6809.0,5,1201.0,106808030
5345.0,3,0.0,106808031
19769.0,6,3489.0,106808032
20000.0,12,3000.0,106808033
4852.0,10,540.0,106808034
9988.0,6,1800.0,106808035
24000.0,12,20000.0,106808036
13580.0,6,1509.0,106808037
7020.0,12,780.0,106808038
5800.0,10,650.0,106808039
13016.0,10,1500.0,106808040
6503.0,18,1147.0,106808041
10690.0,10,1500.0,106808042
45280.0,12,11320.0,106808043
17990.0,9,2000.0,106808044
15359.0,18,1700.0,106808045
16020.0,8,1780.0,106808046
16180.0,9,1800.0,106808047
23985.0,5,2415.0,106808048
42000.0,12,19556.0,106808049
17826.0,12,3000.0,106808050
17510.0,4,0.0,106808051
4050.0,12,1500.0,106808052
13230.0,12,1470.0,106808053
9400.0,6,2000.0,106808054
28172.0,18,9391.0,106808055
9590.0,6,6000.0,106808056
12498.0,6,3000.0,106808057
4390.0,6,1000.0,106808058
2907.0,6,513.0,106808059
17940.0,12,2000.0,106808060
14295.0,11,1991.0,106808061
10000.0,6,3055.0,106808062
8990.9,9,2000.0,106808063
30000.0,12,3300.0,106808064
16985.0,10,2997.0,106808065
35000.0,18,5036.0,106808066
44697.0,12,6000.0,106808067
8300.0,6,800.0,106808068
28600.0,9,4000.0,106808069
16766.0,12,3000.0,106808070
13140.0,6,1460.0,106808071
100000.0,10,30000.0,106808072
4589.0,6,810.0,106808073
8450.0,6,1000.0,106808074
7490.0,6,2500.0,106808075
26700.0,12,3300.0,106808076
15470.0,12,2000.0,106808077
17981.9,10,3200.0,106808078
6105.0,6,880.0,106808079
50000.0,12,15000.0,106808080
6792.0,12,1198.0,106808081
6350.0,6,2500.0,106808082
9630.0,12,1070.0,106808083
16112.0,6,1800.0,106808084
11154.0,9,1300.0,106808085
17720.0,10,3000.0,106808086
15299.9,24,1700.0,106808087
25600.0,10,3000.0,106808088
20495.0,10,2278.0,106808089
8700.0,12,1000.0,106808090
18934.0,8,2459.0,106808091
28060.0,12,7000.0,106808092
4700.0,5,2000.0,106808093
27950.0,8,3110.0,106808094
13990.0,9,4000.0,106808095
38000.0,18,830.0,106808096
11810.0,6,2000.0,106808097
6900.0,12,1500.0,106808098
4380.0,8,800.0,106808099
16141.0,6,2849.0,106808100
15400.0,10,3500.0,106808101
29070.0,10,3230.0,106808102
33000.0,6,5000.0,106808103
7780.0,12,1000.0,106808104
7191.0,6,799.0,106808105
6375.0,6,1000.0,106808106
15950.0,9,6000.0,106808107
14980.0,6,0.0,106808108
29677.0,12,3300.0,106808109
69282.0,6,9898.0,106808110
17388.0,6,1933.0,106808111
24900.0,12,5000.0,106808112
4500.0,6,0.0,106808113
3140.0,9,500.0,106808114
15822.0,9,1800.0,106808115
11308.0,10,1257.0,106808116
9830.0,6,1500.0,106808117
5680.0,6,2000.0,106808118
8690.0,6,2000.0,106808119
18216.0,12,3214.0,106808120
21500.0,6,7000.0,106808121
22323.0,6,2500.0,106808122
21500.0,3,15000.0,106808123
10080.0,3,10980.0,106808124
24721.0,12,0.0,106808125
3920.0,3,5000.0,106808126
5350.0,12,600.0,106808127
22944.0,10,2550.0,106808128
3999.0,5,0.0,106808129
4600.0,6,600.0,106808130
14350.0,6,1600.0,106808131
3419.0,3,380.0,106808132
6180.0,3,1000.0,106808133
20400.0,6,5100.0,106808134
6979.0,12,800.0,106808135
2990.92,3,6000.0,106808136
22427.0,10,2500.0,106808137
11980.0,6,2000.0,106808138
8800.0,6,1000.0,106808139
3031.0,4,3030.0,106808140
18654.0,6,2730.0,106808141
5640.0,6,1100.0,106808142
5250.0,3,10000.0,106808143
4350.0,3,1000.0,106808144
17697.0,12,2500.0,106808145
29376.0,10,3264.0,106808146
10910.0,3,11500.0,106808147
4380.0,6,500.0,106808148
16630.0,12,1850.0,106808149
3000.0,3,1590.0,106808150
5016.0,4,1000.0,106808151
3310.0,5,0.0,106808152
2151.0,5,239.0,106808153
12290.94,10,2000.0,106808154
8311.29,6,8650.48,106808155
19520.0,12,2200.0,106808156
12331.0,5,649.0,106808157
8995.0,12,1000.0,106808158
19000.0,12,3000.0,106808159
50000.0,12,5000.0,106808160
7715.0,6,1000.0,106808161
3370.0,9,600.0,106808162
43010.0,6,10750.0,106808163
2957.0,3,2000.0,106808164
11600.0,4,0.0,106808165
15350.0,10,0.0,106808166
10279.0,5,1000.0,106808167
6780.95,3,1200.0,106808168
6538.0,12,0.0,106808169
2268.0,3,3500.0,106808170
29478.0,10,7400.0,106808171
29612.0,10,9871.0,106808172
7720.0,3,1380.0,106808173
10298.0,3,1200.0,106808174
3275.0,6,942.0,106808175
13480.0,6,5000.0,106808176
5908.0,6,1042.0,106808177
3400.0,12,1000.0,106808178
22500.0,6,2500.0,106808179
5143.0,6,5143.0,106808180
6069.0,4,1071.0,106808181
15730.0,6,1750.0,106808182
9990.0,7,3000.0,106808183
3089.0,3,1400.0,106808184
7996.0,6,1000.0,106808185
4221.0,5,469.0,106808186
6480.0,3,2000.0,106808187
11400.0,6,1300.0,106808188
7540.0,6,850.0,106808189
17649.0,5,1961.0,106808190
6790.0,6,2000.0,106808191
3700.0,5,2000.0,106808192
8278.0,6,920.0,106808193
44000.0,8,12000.0,106808194
27400.0,10,5000.0,106808195
13541.0,3,11044.0,106808196
30325.0,6,3370.0,106808197
23647.0,12,1000.0,106808198
3000.0,3,0.0,106808199
5800.0,3,2000.0,106808200
11000.0,6,5000.0,106808201
14000.0,6,5500.0,106808202
15290.0,6,1700.0,106808203
4898.0,3,0.0,106808204
16398.0,6,0.0,106808205
5350.0,6,1340.92,106808206
15040.0,10,1700.0,106808207
6247.0,6,1102.0,106808208
19529.0,10,7261.0,106808209
17778.0,6,9000.0,106808210
3960.0,6,0.0,106808211
10000.0,12,2900.0,106808212
5700.0,3,4000.0,106808213
5829.0,9,650.0,106808214
7739.0,3,7740.0,106808215
6030.0,10,680.0,106808216
3591.0,4,399.0,106808217
3000.0,3,1895.0,106808218
2600.0,4,300.0,106808219
15980.0,3,16000.0,106808220
5721.0,6,1430.0,106808221
4490.0,6,500.0,106808222
5900.0,4,1000.0,106808223
3590.0,3,1000.0,106808224
12599.0,10,2000.0,106808225
17500.0,10,2000.0,106808226
4150.0,3,500.0,106808227
38058.0,10,4300.0,106808228
4139.0,3,1000.0,106808229
22848.0,3,2550.0,106808230
11499.0,6,1500.0,106808231
12120.0,9,1000.0,106808232
3000.0,3,350.0,106808233
5800.0,3,2000.0,106808234
12411.0,6,1379.0,106808235
3250.0,3,1500.0,106808236
7900.0,4,2000.0,106808237
12628.91,6,1500.0,106808238
4485.0,6,10000.0,106808239
10800.0,12,1200.0,106808240
10300.0,6,1850.0,106808241
21688.0,12,2410.0,106808242
11520.0,6,1280.0,106808243
10250.0,5,540.0,106808244
16893.0,12,2981.0,106808245
7950.0,12,0.0,106808246
14610.0,9,5000.0,106808247
5110.0,6,0.0,106808248
4990.0,6,2000.0,106808249
3780.0,3,500.0,106808250
16840.0,6,2000.0,106808251
20640.0,6,3000.0,106808252
18880.0,6,2100.0,106808253
3670.0,3,2000.0,106808254
5590.0,6,2000.0,106808255
17990.0,6,2000.0,106808256
5942.0,8,1048.0,106808257
8750.0,3,4000.0,106808258
9890.0,3,3000.0,106808259
10990.0,3,10000.0,106808260
6023.7,5,669.3,106808261
11980.0,12,1400.0,106808262
4290.91,3,500.0,106808263
21696.0,4,21696.0,106808264
6491.0,6,6491.0,106808265
11990.0,3,6000.0,106808266
4671.0,12,519.0,106808267
6053.0,3,4937.0,106808268
24479.0,36,4320.0,106808269
3348.0,3,2000.0,106808270
6360.0,5,640.0,106808271
6220.0,6,700.0,106808272
6999.0,3,3000.0,106808273
7500.0,3,500.0,106808274
4580.0,4,2000.0,106808275
7578.0,3,0.0,106808276
3800.0,12,670.0,106808277
4680.0,6,1170.0,106808278
9370.0,5,4000.0,106808279
13000.0,6,4315.0,106808280
9931.0,3,8099.0,106808281
12570.0,12,2220.0,106808282
3591.0,3,399.0,106808283
21190.0,10,2400.0,106808284
8991.0,4,999.0,106808285
19047.0,12,5000.0,106808286
17888.0,6,3157.0,106808287
11635.0,3,8000.0,106808288
14659.2,3,20000.0,106808289
7600.0,3,0.0,106808290
22560.0,6,7000.0,106808291
17950.0,4,4500.0,106808292
7130.0,3,0.0,106808293
17320.0,6,6000.0,106808294
30930.0,12,3440.0,106808295
3870.0,4,700.0,106808296
4767.0,6,530.0,106808297
12818.0,3,1424.0,106808298
3000.0,3,1700.0,106808299
7900.0,6,880.0,106808300
10734.0,3,15000.0,106808301
14765.0,3,5550.0,106808302
5259.0,3,2500.0,106808303
5645.0,3,0.0,106808304
19128.41,3,25131.59,106808305
77762.0,24,0.0,106808306
5897.0,3,2000.0,106808307
8879.0,10,1300.0,106808308
26708.0,6,3000.0,106808309
3200.0,4,1000.0,106808310
22890.0,10,2550.0,106808311
11670.0,4,1300.0,106808312
17592.0,3,26410.0,106808313
16662.0,3,7142.0,106808314
2421.0,5,269.0,106808315
7360.0,4,7000.0,106808316
11899.0,10,2100.0,106808317
3383.0,3,1000.0,106808318
5580.0,6,620.0,106808319
17900.0,6,5000.0,106808320
3537.0,5,393.0,106808321
17297.6,6,8000.0,106808322
20160.0,6,2240.0,106808323
10991.0,4,2000.0,106808324
4941.0,3,0.0,106808325
3000.0,3,1060.0,106808326
7070.0,3,800.0,106808327
21009.0,4,2500.0,106808328
20755.0,4,5000.0,106808329
13900.0,6,0.0,106808330
6291.0,3,18000.0,106808331
5174.0,6,1293.0,106808332
3779.0,6,120.0,106808333
5847.0,3,3000.0,106808334
12800.0,4,5000.0,106808335
2950.0,4,500.0,106808336
2400.0,4,2500.0,106808337
15889.0,4,1800.0,106808338
13980.0,6,13000.0,106808339
6870.0,6,800.0,106808340
3850.0,3,500.0,106808341
5190.0,3,3000.0,106808342
20000.0,3,10162.0,106808343
5620.0,4,1405.0,106808344
5700.0,6,1000.0,106808345
6500.0,6,750.0,106808346
10200.0,3,6000.0,106808347
2223.0,5,247.0,106808348
10000.0,12,3000.0,106808349
22302.0,10,5500.0,106808350
21350.0,12,3050.0,106808351
13289.0,12,1500.0,106808352
5184.0,4,600.0,106808353
3790.0,6,1000.0,106808354
40521.0,12,5000.0,106808355
20570.0,11,2000.0,106808356
36290.0,6,18000.0,106808357
3681.0,5,409.0,106808358
29000.0,10,6000.0,106808359
33300.0,6,6000.0,106808360
7770.0,6,1000.0,106808361
12280.0,12,500.0,106808362
3675.0,8,1000.0,106808363
7794.0,12,1374.88,106808364
4490.0,3,2000.0,106808365
51570.0,18,5730.0,106808366
30372.0,6,15000.0,106808367
26560.0,10,4000.0,106808368
18450.0,10,2050.0,106808369
7890.0,6,6000.0,106808370
61250.0,24,7000.0,106808371
9600.0,10,3000.0,106808372
8700.0,6,0.0,106808373
