FAMILY_INCOME,PERSONAL_INCOME,ID_CLIENT
от 20000 до 50000 руб.,20000.0,106806507
от 10000 до 20000 руб.,9000.0,106813505
от 10000 до 20000 руб.,6000.0,106811007
от 10000 до 20000 руб.,5000.0,106818587
от 20000 до 50000 руб.,20000.0,106815703
от 10000 до 20000 руб.,12000.0,106815730
от 20000 до 50000 руб.,14000.0,106818212
свыше 50000 руб.,24000.0,106809648
от 10000 до 20000 руб.,10000.0,106806218
от 20000 до 50000 руб.,20000.0,106806634
от 20000 до 50000 руб.,14000.0,106809021
от 5000 до 10000 руб.,8000.0,106817212
от 10000 до 20000 руб.,9000.0,106813741
от 20000 до 50000 руб.,15000.0,106818956
от 20000 до 50000 руб.,18000.0,106804860
от 10000 до 20000 руб.,10000.0,106809864
от 20000 до 50000 руб.,18000.0,106811341
от 20000 до 50000 руб.,20500.0,106816636
от 10000 до 20000 руб.,14000.0,106818622
от 10000 до 20000 руб.,18000.0,106816940
от 20000 до 50000 руб.,14000.0,106809200
от 5000 до 10000 руб.,9000.0,106815230
от 5000 до 10000 руб.,10000.0,106817207
от 20000 до 50000 руб.,10000.0,106819309
от 10000 до 20000 руб.,12000.0,106809385
от 10000 до 20000 руб.,12000.0,106814593
от 20000 до 50000 руб.,20000.0,106811355
от 5000 до 10000 руб.,9000.0,106813485
от 10000 до 20000 руб.,8500.0,106818235
от 10000 до 20000 руб.,10000.0,106807472
от 20000 до 50000 руб.,17500.0,106819060
от 20000 до 50000 руб.,15000.0,106818755
от 10000 до 20000 руб.,11000.0,106804770
от 20000 до 50000 руб.,8700.0,106806443
от 10000 до 20000 руб.,15000.0,106809454
от 20000 до 50000 руб.,23000.0,106809687
от 10000 до 20000 руб.,8000.0,106812985
от 10000 до 20000 руб.,18700.0,106818541
от 20000 до 50000 руб.,18000.0,106817547
от 20000 до 50000 руб.,20000.0,106804521
от 20000 до 50000 руб.,15000.0,106805885
от 20000 до 50000 руб.,21000.0,106809288
от 20000 до 50000 руб.,17000.0,106811333
от 20000 до 50000 руб.,23000.0,106815453
от 20000 до 50000 руб.,27000.0,106812067
от 10000 до 20000 руб.,7500.0,106814787
от 20000 до 50000 руб.,40000.0,106818907
от 10000 до 20000 руб.,13500.0,106808093
от 10000 до 20000 руб.,13000.0,106809533
от 20000 до 50000 руб.,17900.0,106812039
от 10000 до 20000 руб.,8000.0,106815739
от 10000 до 20000 руб.,12000.0,106812603
от 10000 до 20000 руб.,15000.0,106816231
от 20000 до 50000 руб.,6000.0,106818000
от 10000 до 20000 руб.,5200.0,106804387
от 5000 до 10000 руб.,4000.0,106804413
от 20000 до 50000 руб.,24000.0,106815837
от 20000 до 50000 руб.,25000.0,106811468
от 10000 до 20000 руб.,12000.0,106808142
от 10000 до 20000 руб.,5500.0,106812501
от 10000 до 20000 руб.,10000.0,106809972
от 10000 до 20000 руб.,10000.0,106808703
от 10000 до 20000 руб.,9500.0,106805540
от 10000 до 20000 руб.,15000.0,106819248
от 10000 до 20000 руб.,13000.0,106816868
от 20000 до 50000 руб.,20000.0,106809226
от 5000 до 10000 руб.,5000.0,106806361
от 5000 до 10000 руб.,4500.0,106810738
от 10000 до 20000 руб.,12500.0,106816811
от 20000 до 50000 руб.,20000.0,106819461
от 10000 до 20000 руб.,8000.0,106806187
от 10000 до 20000 руб.,10000.0,106813338
от 20000 до 50000 руб.,14000.0,106810528
от 10000 до 20000 руб.,5500.0,106812592
от 20000 до 50000 руб.,22000.0,106808399
от 20000 до 50000 руб.,45000.0,106806316
от 5000 до 10000 руб.,8000.0,106806610
от 10000 до 20000 руб.,11000.0,106807615
от 20000 до 50000 руб.,10000.0,106806893
свыше 50000 руб.,25000.0,106805756
от 20000 до 50000 руб.,20000.0,106808724
от 10000 до 20000 руб.,12000.0,106804470
от 20000 до 50000 руб.,26000.0,106811173
от 10000 до 20000 руб.,6000.0,106815412
от 10000 до 20000 руб.,15000.0,106813994
от 10000 до 20000 руб.,13000.0,106813518
от 10000 до 20000 руб.,12000.0,106814919
от 5000 до 10000 руб.,6000.0,106806887
свыше 50000 руб.,35000.0,106809418
от 10000 до 20000 руб.,6000.0,106812672
от 20000 до 50000 руб.,22000.0,106816322
от 10000 до 20000 руб.,5000.0,106813211
от 20000 до 50000 руб.,30000.0,106806985
от 20000 до 50000 руб.,30000.0,106818436
от 20000 до 50000 руб.,25000.0,106810502
от 10000 до 20000 руб.,15000.0,106812956
от 20000 до 50000 руб.,12000.0,106817439
от 10000 до 20000 руб.,15000.0,106815411
от 20000 до 50000 руб.,25000.0,106811302
от 20000 до 50000 руб.,9000.0,106808290
от 10000 до 20000 руб.,10000.0,106811702
от 10000 до 20000 руб.,10000.0,106814256
от 20000 до 50000 руб.,17000.0,106807716
от 10000 до 20000 руб.,15000.0,106806612
от 20000 до 50000 руб.,30000.0,106808869
от 10000 до 20000 руб.,16000.0,106812245
от 20000 до 50000 руб.,20000.0,106814564
от 20000 до 50000 руб.,18000.0,106807806
от 20000 до 50000 руб.,14000.0,106812021
от 10000 до 20000 руб.,7000.0,106806918
от 10000 до 20000 руб.,7000.0,106814098
от 20000 до 50000 руб.,20000.0,106819353
от 10000 до 20000 руб.,12000.0,106817512
от 5000 до 10000 руб.,8000.0,106815652
свыше 50000 руб.,25000.0,106811119
от 20000 до 50000 руб.,6000.0,106808245
от 10000 до 20000 руб.,15000.0,106804516
свыше 50000 руб.,10000.0,106818964
от 5000 до 10000 руб.,10000.0,106815745
от 20000 до 50000 руб.,12000.0,106812871
от 20000 до 50000 руб.,15000.0,106812209
от 10000 до 20000 руб.,15000.0,106812574
от 20000 до 50000 руб.,16500.0,106812200
от 20000 до 50000 руб.,15000.0,106819099
от 10000 до 20000 руб.,12000.0,106814185
от 10000 до 20000 руб.,10000.0,106809830
от 20000 до 50000 руб.,15000.0,106807455
от 20000 до 50000 руб.,30000.0,106809875
от 10000 до 20000 руб.,12000.0,106807501
от 5000 до 10000 руб.,7000.0,106819075
свыше 50000 руб.,20000.0,106809522
от 10000 до 20000 руб.,6000.0,106819051
от 20000 до 50000 руб.,15000.0,106806600
от 20000 до 50000 руб.,15000.0,106808135
от 20000 до 50000 руб.,4500.0,106813571
от 5000 до 10000 руб.,10000.0,106812621
от 5000 до 10000 руб.,6000.0,106805546
от 10000 до 20000 руб.,6200.0,106805860
от 20000 до 50000 руб.,25000.0,106805625
от 20000 до 50000 руб.,25000.0,106806682
от 20000 до 50000 руб.,22000.0,106810257
от 20000 до 50000 руб.,20000.0,106814610
от 20000 до 50000 руб.,15000.0,106804840
от 10000 до 20000 руб.,6500.0,106807540
от 20000 до 50000 руб.,20000.0,106806387
от 10000 до 20000 руб.,10000.0,106812372
от 10000 до 20000 руб.,10000.0,106817089
от 10000 до 20000 руб.,8000.0,106816505
от 10000 до 20000 руб.,5000.0,106818516
от 20000 до 50000 руб.,15000.0,106806584
от 20000 до 50000 руб.,25000.0,106810128
от 20000 до 50000 руб.,23000.0,106818825
от 20000 до 50000 руб.,8500.0,106818514
от 20000 до 50000 руб.,14000.0,106811291
от 20000 до 50000 руб.,16000.0,106811653
от 10000 до 20000 руб.,10000.0,106814935
от 20000 до 50000 руб.,44000.0,106809755
от 20000 до 50000 руб.,15000.0,106816076
от 20000 до 50000 руб.,15000.0,106812137
от 10000 до 20000 руб.,9500.0,106814909
от 20000 до 50000 руб.,10000.0,106805016
от 20000 до 50000 руб.,11000.0,106809542
от 20000 до 50000 руб.,18000.0,106805519
от 10000 до 20000 руб.,15000.0,106811872
от 20000 до 50000 руб.,18000.0,106809557
от 20000 до 50000 руб.,11000.0,106806659
от 20000 до 50000 руб.,16000.0,106806754
от 5000 до 10000 руб.,5700.0,106808746
от 20000 до 50000 руб.,7500.0,106810739
от 10000 до 20000 руб.,10000.0,106813520
от 20000 до 50000 руб.,20000.0,106806305
свыше 50000 руб.,30000.0,106809783
от 10000 до 20000 руб.,8000.0,106818453
от 10000 до 20000 руб.,9000.0,106813289
от 20000 до 50000 руб.,15000.0,106809400
от 10000 до 20000 руб.,9000.0,106804426
от 10000 до 20000 руб.,9000.0,106806054
от 10000 до 20000 руб.,9000.0,106819410
от 10000 до 20000 руб.,13000.0,106808908
свыше 50000 руб.,20000.0,106818836
от 10000 до 20000 руб.,8000.0,106818709
от 10000 до 20000 руб.,7500.0,106817292
от 20000 до 50000 руб.,14000.0,106814890
от 10000 до 20000 руб.,18000.0,106818958
от 10000 до 20000 руб.,6500.0,106817696
от 10000 до 20000 руб.,11000.0,106815762
от 20000 до 50000 руб.,20000.0,106816668
от 10000 до 20000 руб.,8000.0,106815001
от 5000 до 10000 руб.,7000.0,106809732
от 10000 до 20000 руб.,20000.0,106811632
от 20000 до 50000 руб.,6000.0,106809398
от 20000 до 50000 руб.,30000.0,106810835
от 10000 до 20000 руб.,8000.0,106814175
от 10000 до 20000 руб.,7000.0,106807524
от 10000 до 20000 руб.,20000.0,106816948
от 20000 до 50000 руб.,10000.0,106816802
от 10000 до 20000 руб.,13500.0,106816238
от 10000 до 20000 руб.,6500.0,106812572
от 20000 до 50000 руб.,7000.0,106806051
от 5000 до 10000 руб.,5000.0,106810768
от 10000 до 20000 руб.,12000.0,106810299
от 5000 до 10000 руб.,8000.0,106811438
от 10000 до 20000 руб.,8000.0,106810469
от 5000 до 10000 руб.,6400.0,106817664
от 20000 до 50000 руб.,25000.0,106814239
от 20000 до 50000 руб.,11000.0,106817594
от 5000 до 10000 руб.,5500.0,106808277
от 20000 до 50000 руб.,10000.0,106806168
от 20000 до 50000 руб.,10000.0,106817530
от 10000 до 20000 руб.,14000.0,106808881
от 20000 до 50000 руб.,27000.0,106809555
от 10000 до 20000 руб.,7600.0,106814515
от 10000 до 20000 руб.,18000.0,106809234
от 20000 до 50000 руб.,30000.0,106817576
от 20000 до 50000 руб.,14000.0,106814887
от 10000 до 20000 руб.,7000.0,106815539
от 10000 до 20000 руб.,7000.0,106813901
от 10000 до 20000 руб.,17000.0,106808121
от 10000 до 20000 руб.,10500.0,106809544
от 10000 до 20000 руб.,20000.0,106804549
от 10000 до 20000 руб.,12000.0,106804910
от 10000 до 20000 руб.,20000.0,106814063
от 10000 до 20000 руб.,8000.0,106807382
от 20000 до 50000 руб.,10000.0,106807928
от 5000 до 10000 руб.,9000.0,106805375
от 10000 до 20000 руб.,10000.0,106810175
от 10000 до 20000 руб.,10000.0,106804666
от 20000 до 50000 руб.,8000.0,106809447
от 20000 до 50000 руб.,20000.0,106806762
от 20000 до 50000 руб.,25000.0,106808722
от 20000 до 50000 руб.,32000.0,106812861
от 10000 до 20000 руб.,9000.0,106813820
свыше 50000 руб.,20000.0,106806189
от 5000 до 10000 руб.,6500.0,106806953
от 10000 до 20000 руб.,9000.0,106811579
от 20000 до 50000 руб.,6000.0,106813487
от 20000 до 50000 руб.,28000.0,106815934
от 20000 до 50000 руб.,15000.0,106811785
от 20000 до 50000 руб.,13000.0,106806167
от 10000 до 20000 руб.,8000.0,106813491
от 10000 до 20000 руб.,16000.0,106804931
от 20000 до 50000 руб.,30000.0,106807226
от 20000 до 50000 руб.,11000.0,106814385
от 20000 до 50000 руб.,27000.0,106806785
от 20000 до 50000 руб.,15000.0,106805931
от 10000 до 20000 руб.,7000.0,106805968
от 5000 до 10000 руб.,6000.0,106817680
от 5000 до 10000 руб.,10000.0,106813560
от 10000 до 20000 руб.,8000.0,106814947
от 10000 до 20000 руб.,8000.0,106807260
от 20000 до 50000 руб.,13000.0,106807818
от 20000 до 50000 руб.,11000.0,106812403
от 20000 до 50000 руб.,10000.0,106819196
от 20000 до 50000 руб.,15000.0,106810366
от 20000 до 50000 руб.,15000.0,106815870
от 10000 до 20000 руб.,10000.0,106810205
от 20000 до 50000 руб.,18000.0,106808080
от 10000 до 20000 руб.,11000.0,106812198
от 10000 до 20000 руб.,16000.0,106815335
от 10000 до 20000 руб.,5000.0,106813700
от 20000 до 50000 руб.,27000.0,106817293
от 20000 до 50000 руб.,15000.0,106805410
от 5000 до 10000 руб.,8000.0,106813062
от 20000 до 50000 руб.,15000.0,106816334
от 20000 до 50000 руб.,17000.0,106816677
от 10000 до 20000 руб.,8100.0,106819423
от 10000 до 20000 руб.,6000.0,106806529
от 20000 до 50000 руб.,15000.0,106819332
от 10000 до 20000 руб.,13000.0,106804409
от 20000 до 50000 руб.,10000.0,106805763
от 10000 до 20000 руб.,8000.0,106811390
от 10000 до 20000 руб.,12000.0,106813227
от 20000 до 50000 руб.,12000.0,106815087
от 10000 до 20000 руб.,11500.0,106818943
от 10000 до 20000 руб.,10000.0,106819561
от 10000 до 20000 руб.,10000.0,106807706
от 5000 до 10000 руб.,8500.0,106809274
от 10000 до 20000 руб.,10000.0,106819491
от 5000 до 10000 руб.,5000.0,106817639
от 20000 до 50000 руб.,5000.0,106807373
от 20000 до 50000 руб.,12400.0,106806337
от 20000 до 50000 руб.,16500.0,106813261
от 5000 до 10000 руб.,10000.0,106816792
от 20000 до 50000 руб.,15000.0,106813777
от 10000 до 20000 руб.,11000.0,106813212
от 10000 до 20000 руб.,13000.0,106817285
от 10000 до 20000 руб.,10000.0,106807400
от 20000 до 50000 руб.,15000.0,106811684
от 5000 до 10000 руб.,8000.0,106810442
от 5000 до 10000 руб.,6000.0,106804829
от 10000 до 20000 руб.,12000.0,106810122
от 10000 до 20000 руб.,17500.0,106809357
от 10000 до 20000 руб.,10000.0,106807799
от 20000 до 50000 руб.,15000.0,106816627
от 10000 до 20000 руб.,5000.0,106812292
от 10000 до 20000 руб.,11000.0,106808126
от 20000 до 50000 руб.,14000.0,106806062
от 10000 до 20000 руб.,15000.0,106813475
от 20000 до 50000 руб.,15000.0,106805725
от 10000 до 20000 руб.,7000.0,106812507
от 20000 до 50000 руб.,12000.0,106809706
от 20000 до 50000 руб.,14000.0,106813447
от 20000 до 50000 руб.,16000.0,106818080
от 10000 до 20000 руб.,12000.0,106816521
свыше 50000 руб.,40000.0,106804420
от 10000 до 20000 руб.,8000.0,106812428
от 20000 до 50000 руб.,20000.0,106817626
от 10000 до 20000 руб.,8000.0,106816174
от 20000 до 50000 руб.,27000.0,106808523
от 20000 до 50000 руб.,15000.0,106815873
от 20000 до 50000 руб.,18000.0,106818170
от 10000 до 20000 руб.,15000.0,106808535
от 10000 до 20000 руб.,10000.0,106816415
от 10000 до 20000 руб.,17000.0,106818264
от 20000 до 50000 руб.,7000.0,106804525
от 20000 до 50000 руб.,10000.0,106818533
от 10000 до 20000 руб.,12000.0,106807368
от 5000 до 10000 руб.,5000.0,106806185
от 10000 до 20000 руб.,15000.0,106811609
от 20000 до 50000 руб.,9000.0,106816399
от 10000 до 20000 руб.,12000.0,106808655
от 20000 до 50000 руб.,15000.0,106804596
от 10000 до 20000 руб.,8000.0,106804511
от 10000 до 20000 руб.,9800.0,106807398
от 10000 до 20000 руб.,15000.0,106810591
от 10000 до 20000 руб.,10000.0,106806170
от 10000 до 20000 руб.,8000.0,106817610
от 5000 до 10000 руб.,8000.0,106814465
от 5000 до 10000 руб.,6000.0,106810343
от 10000 до 20000 руб.,7000.0,106807883
от 10000 до 20000 руб.,5000.0,106813646
от 20000 до 50000 руб.,16000.0,106814538
от 20000 до 50000 руб.,28000.0,106810214
от 20000 до 50000 руб.,13000.0,106816610
от 20000 до 50000 руб.,18000.0,106814690
от 5000 до 10000 руб.,7000.0,106817836
от 10000 до 20000 руб.,15000.0,106806375
от 10000 до 20000 руб.,5000.0,106805674
от 20000 до 50000 руб.,20000.0,106808907
от 20000 до 50000 руб.,15000.0,106806644
от 10000 до 20000 руб.,12000.0,106807662
от 10000 до 20000 руб.,4300.0,106819012
от 10000 до 20000 руб.,9000.0,106805010
от 20000 до 50000 руб.,9000.0,106811909
от 10000 до 20000 руб.,16000.0,106815702
от 20000 до 50000 руб.,15000.0,106809349
от 20000 до 50000 руб.,24000.0,106811959
от 10000 до 20000 руб.,14000.0,106805654
от 5000 до 10000 руб.,4000.0,106817901
от 10000 до 20000 руб.,17000.0,106805903
от 10000 до 20000 руб.,7000.0,106810907
от 10000 до 20000 руб.,7000.0,106818404
от 10000 до 20000 руб.,10000.0,106819035
от 10000 до 20000 руб.,10000.0,106814701
от 10000 до 20000 руб.,8200.0,106817578
от 5000 до 10000 руб.,6000.0,106808754
от 20000 до 50000 руб.,13500.0,106819289
от 10000 до 20000 руб.,13000.0,106816349
от 20000 до 50000 руб.,25000.0,106811315
от 20000 до 50000 руб.,12000.0,106809580
от 20000 до 50000 руб.,13000.0,106808350
от 10000 до 20000 руб.,9000.0,106814952
от 20000 до 50000 руб.,25000.0,106811297
от 5000 до 10000 руб.,10000.0,106815460
от 20000 до 50000 руб.,14000.0,106810445
свыше 50000 руб.,50000.0,106809363
от 10000 до 20000 руб.,16000.0,106810921
от 10000 до 20000 руб.,8000.0,106805032
от 10000 до 20000 руб.,10000.0,106814686
от 5000 до 10000 руб.,5000.0,106808049
от 20000 до 50000 руб.,24000.0,106812233
от 10000 до 20000 руб.,8000.0,106814547
от 20000 до 50000 руб.,25000.0,106805893
от 20000 до 50000 руб.,17000.0,106804817
свыше 50000 руб.,25000.0,106817580
от 20000 до 50000 руб.,16000.0,106815657
от 5000 до 10000 руб.,9000.0,106806859
от 10000 до 20000 руб.,9000.0,106815394
от 10000 до 20000 руб.,14000.0,106811801
от 10000 до 20000 руб.,8000.0,106809900
от 10000 до 20000 руб.,8000.0,106809722
от 20000 до 50000 руб.,14000.0,106813732
от 20000 до 50000 руб.,15000.0,106804992
от 10000 до 20000 руб.,8000.0,106811943
от 5000 до 10000 руб.,5000.0,106806207
от 10000 до 20000 руб.,12000.0,106805013
от 20000 до 50000 руб.,12000.0,106816864
от 10000 до 20000 руб.,11000.0,106806786
от 10000 до 20000 руб.,8000.0,106811517
от 10000 до 20000 руб.,8000.0,106804980
от 10000 до 20000 руб.,17000.0,106810232
от 5000 до 10000 руб.,8000.0,106806961
от 5000 до 10000 руб.,6000.0,106818085
от 10000 до 20000 руб.,8500.0,106819273
от 20000 до 50000 руб.,25000.0,106816798
от 10000 до 20000 руб.,9000.0,106806412
от 10000 до 20000 руб.,8000.0,106813184
от 10000 до 20000 руб.,12000.0,106805354
от 10000 до 20000 руб.,14700.0,106816480
от 20000 до 50000 руб.,18000.0,106804749
от 20000 до 50000 руб.,35000.0,106816319
от 20000 до 50000 руб.,18000.0,106809588
от 10000 до 20000 руб.,5000.0,106804880
от 20000 до 50000 руб.,25000.0,106811468
от 20000 до 50000 руб.,26000.0,106809656
от 20000 до 50000 руб.,16000.0,106815770
от 10000 до 20000 руб.,12000.0,106816456
от 10000 до 20000 руб.,15500.0,106818169
от 20000 до 50000 руб.,26000.0,106817408
до 5000 руб.,6000.0,106807887
от 5000 до 10000 руб.,6000.0,106814702
от 20000 до 50000 руб.,30000.0,106808256
от 20000 до 50000 руб.,30000.0,106818071
от 10000 до 20000 руб.,9000.0,106813973
от 20000 до 50000 руб.,10000.0,106812944
от 10000 до 20000 руб.,6000.0,106805448
от 20000 до 50000 руб.,10000.0,106813900
от 20000 до 50000 руб.,18600.0,106810851
от 10000 до 20000 руб.,5790.0,106807980
от 20000 до 50000 руб.,20000.0,106817632
от 20000 до 50000 руб.,30000.0,106813019
от 10000 до 20000 руб.,7000.0,106806845
от 20000 до 50000 руб.,19000.0,106809798
от 20000 до 50000 руб.,18000.0,106806932
от 10000 до 20000 руб.,10000.0,106813488
от 20000 до 50000 руб.,8000.0,106818950
от 20000 до 50000 руб.,11000.0,106815942
от 20000 до 50000 руб.,22000.0,106818226
от 5000 до 10000 руб.,9800.0,106810518
от 10000 до 20000 руб.,7000.0,106809353
от 20000 до 50000 руб.,20000.0,106808087
от 20000 до 50000 руб.,20000.0,106818980
от 20000 до 50000 руб.,24000.0,106806017
от 5000 до 10000 руб.,6000.0,106809312
от 10000 до 20000 руб.,10000.0,106806098
от 20000 до 50000 руб.,25000.0,106811595
от 20000 до 50000 руб.,25000.0,106814602
от 10000 до 20000 руб.,5000.0,106817718
от 20000 до 50000 руб.,8000.0,106808797
от 10000 до 20000 руб.,8000.0,106818939
от 20000 до 50000 руб.,9000.0,106816561
от 20000 до 50000 руб.,25000.0,106808728
от 10000 до 20000 руб.,10000.0,106814678
от 20000 до 50000 руб.,25000.0,106812607
от 20000 до 50000 руб.,4000.0,106805381
от 20000 до 50000 руб.,11000.0,106807183
от 20000 до 50000 руб.,20000.0,106814264
от 10000 до 20000 руб.,12000.0,106818275
от 20000 до 50000 руб.,23000.0,106807469
свыше 50000 руб.,30000.0,106807855
от 20000 до 50000 руб.,10000.0,106814971
от 10000 до 20000 руб.,10000.0,106808061
от 20000 до 50000 руб.,30000.0,106815693
от 10000 до 20000 руб.,5000.0,106806778
от 10000 до 20000 руб.,17000.0,106812971
от 10000 до 20000 руб.,4600.0,106817162
от 10000 до 20000 руб.,12000.0,106814291
от 10000 до 20000 руб.,10000.0,106815218
от 20000 до 50000 руб.,18000.0,106816493
от 10000 до 20000 руб.,9000.0,106807851
от 20000 до 50000 руб.,40000.0,106809676
от 20000 до 50000 руб.,18000.0,106816530
от 5000 до 10000 руб.,8500.0,106818632
от 20000 до 50000 руб.,14000.0,106806303
от 10000 до 20000 руб.,9500.0,106808497
от 5000 до 10000 руб.,6500.0,106806532
от 20000 до 50000 руб.,25000.0,106815665
от 20000 до 50000 руб.,7000.0,106814853
от 20000 до 50000 руб.,25000.0,106808604
свыше 50000 руб.,22000.0,106815742
от 20000 до 50000 руб.,23000.0,106805960
от 10000 до 20000 руб.,8500.0,106813605
от 10000 до 20000 руб.,10000.0,106819580
от 10000 до 20000 руб.,6000.0,106812521
от 10000 до 20000 руб.,8500.0,106812876
от 5000 до 10000 руб.,7000.0,106819042
от 20000 до 50000 руб.,7000.0,106808598
от 10000 до 20000 руб.,6000.0,106805522
от 10000 до 20000 руб.,4000.0,106804460
от 10000 до 20000 руб.,6000.0,106813160
от 20000 до 50000 руб.,20000.0,106811239
от 10000 до 20000 руб.,5000.0,106806941
от 5000 до 10000 руб.,8500.0,106807106
от 20000 до 50000 руб.,13000.0,106804932
от 20000 до 50000 руб.,14000.0,106811555
от 10000 до 20000 руб.,9000.0,106811705
от 10000 до 20000 руб.,6500.0,106813173
свыше 50000 руб.,60000.0,106818799
от 10000 до 20000 руб.,8000.0,106809206
от 10000 до 20000 руб.,8200.0,106813850
от 10000 до 20000 руб.,16500.0,106809369
от 5000 до 10000 руб.,10000.0,106813568
от 5000 до 10000 руб.,6000.0,106806227
от 10000 до 20000 руб.,10000.0,106819516
от 20000 до 50000 руб.,19000.0,106817603
от 10000 до 20000 руб.,6000.0,106814069
от 20000 до 50000 руб.,25000.0,106812669
от 5000 до 10000 руб.,6000.0,106808901
от 10000 до 20000 руб.,10000.0,106812146
от 10000 до 20000 руб.,12000.0,106806366
от 10000 до 20000 руб.,6500.0,106809818
от 20000 до 50000 руб.,18000.0,106818746
от 20000 до 50000 руб.,30000.0,106816112
от 5000 до 10000 руб.,7000.0,106810632
от 10000 до 20000 руб.,7000.0,106807525
от 10000 до 20000 руб.,6500.0,106807070
от 20000 до 50000 руб.,12000.0,106814808
от 20000 до 50000 руб.,27000.0,106818810
от 20000 до 50000 руб.,30000.0,106811945
от 10000 до 20000 руб.,8500.0,106812256
от 10000 до 20000 руб.,16500.0,106808796
от 20000 до 50000 руб.,30000.0,106813917
от 10000 до 20000 руб.,16000.0,106808449
от 20000 до 50000 руб.,14000.0,106808988
от 10000 до 20000 руб.,7000.0,106811101
от 5000 до 10000 руб.,4340.0,106817569
от 20000 до 50000 руб.,12000.0,106815157
от 20000 до 50000 руб.,11000.0,106810406
от 20000 до 50000 руб.,8500.0,106816624
от 5000 до 10000 руб.,7500.0,106814466
от 5000 до 10000 руб.,4000.0,106807133
от 20000 до 50000 руб.,15000.0,106819354
от 10000 до 20000 руб.,12000.0,106804466
от 10000 до 20000 руб.,5500.0,106814195
от 10000 до 20000 руб.,11000.0,106806370
от 20000 до 50000 руб.,20000.0,106819025
от 20000 до 50000 руб.,17000.0,106815970
от 20000 до 50000 руб.,15000.0,106809986
от 10000 до 20000 руб.,9000.0,106807683
от 10000 до 20000 руб.,7500.0,106812674
от 20000 до 50000 руб.,16000.0,106819330
от 10000 до 20000 руб.,12000.0,106807047
от 20000 до 50000 руб.,17000.0,106810260
от 10000 до 20000 руб.,5000.0,106805329
от 10000 до 20000 руб.,10000.0,106818450
от 20000 до 50000 руб.,15000.0,106812955
от 20000 до 50000 руб.,11000.0,106805356
от 20000 до 50000 руб.,10000.0,106819100
от 20000 до 50000 руб.,20000.0,106804607
от 20000 до 50000 руб.,28000.0,106809451
от 20000 до 50000 руб.,27000.0,106816511
от 10000 до 20000 руб.,8600.0,106804911
от 5000 до 10000 руб.,4500.0,106805611
от 20000 до 50000 руб.,11000.0,106813214
от 20000 до 50000 руб.,15000.0,106809257
от 20000 до 50000 руб.,30000.0,106813023
от 10000 до 20000 руб.,10000.0,106807944
от 20000 до 50000 руб.,15000.0,106812981
от 10000 до 20000 руб.,15000.0,106810320
от 10000 до 20000 руб.,6000.0,106812073
от 5000 до 10000 руб.,10000.0,106809462
от 10000 до 20000 руб.,9000.0,106811360
от 20000 до 50000 руб.,35000.0,106807421
от 20000 до 50000 руб.,9700.0,106811818
от 10000 до 20000 руб.,4600.0,106809617
от 20000 до 50000 руб.,20000.0,106816532
от 10000 до 20000 руб.,10000.0,106815110
от 20000 до 50000 руб.,12000.0,106813140
от 5000 до 10000 руб.,8000.0,106817440
от 10000 до 20000 руб.,8000.0,106808926
от 10000 до 20000 руб.,9000.0,106806798
от 20000 до 50000 руб.,15000.0,106818199
от 20000 до 50000 руб.,20000.0,106817326
от 10000 до 20000 руб.,15000.0,106815759
от 20000 до 50000 руб.,21000.0,106804753
от 10000 до 20000 руб.,15000.0,106810780
от 20000 до 50000 руб.,15000.0,106807763
от 5000 до 10000 руб.,9000.0,106810389
от 20000 до 50000 руб.,20000.0,106816558
от 20000 до 50000 руб.,25000.0,106806385
от 20000 до 50000 руб.,20000.0,106811639
от 10000 до 20000 руб.,14000.0,106808207
от 20000 до 50000 руб.,18000.0,106815416
от 10000 до 20000 руб.,10000.0,106807944
от 10000 до 20000 руб.,9000.0,106816195
от 20000 до 50000 руб.,30000.0,106819169
от 20000 до 50000 руб.,17000.0,106806683
от 20000 до 50000 руб.,15000.0,106812215
от 10000 до 20000 руб.,7700.0,106812782
от 20000 до 50000 руб.,11000.0,106809457
от 5000 до 10000 руб.,7000.0,106814992
от 10000 до 20000 руб.,11000.0,106818485
от 5000 до 10000 руб.,9000.0,106818520
от 20000 до 50000 руб.,22000.0,106819237
от 10000 до 20000 руб.,8000.0,106806911
от 10000 до 20000 руб.,6000.0,106817669
от 20000 до 50000 руб.,23000.0,106816906
от 10000 до 20000 руб.,8000.0,106816887
от 10000 до 20000 руб.,6000.0,106805852
до 5000 руб.,14000.0,106816167
от 10000 до 20000 руб.,7500.0,106819031
от 5000 до 10000 руб.,5000.0,106813320
от 20000 до 50000 руб.,6000.0,106809042
от 10000 до 20000 руб.,10000.0,106814842
от 20000 до 50000 руб.,8000.0,106809578
свыше 50000 руб.,20000.0,106810918
от 10000 до 20000 руб.,7000.0,106818490
от 10000 до 20000 руб.,7000.0,106813353
от 5000 до 10000 руб.,6000.0,106817654
от 10000 до 20000 руб.,12000.0,106816255
от 5000 до 10000 руб.,5100.0,106806237
от 20000 до 50000 руб.,25000.0,106813967
от 10000 до 20000 руб.,8000.0,106819204
от 10000 до 20000 руб.,19000.0,106817609
от 10000 до 20000 руб.,12000.0,106812324
от 5000 до 10000 руб.,10000.0,106808217
от 10000 до 20000 руб.,6000.0,106814814
от 10000 до 20000 руб.,10000.0,106806254
от 10000 до 20000 руб.,7500.0,106808813
