ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO
106806203,35,0,Неполное среднее,Гражданский брак,0,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,0
106816088,23,1,Высшее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,1
106805809,49,1,Среднее специальное,Состою в браке,2,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106808395,32,1,Среднее специальное,Состою в браке,2,2,1,0,Архангельская область,Архангельская область,Архангельская область,0,0
106820169,36,1,Высшее,Состою в браке,1,1,1,0,Самарская область,Самарская область,Самарская область,1,0
106806358,27,1,Среднее специальное,Состою в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0
106816683,57,1,Высшее,Вдовец/Вдова,2,0,1,1,Курганская область,Курганская область,Курганская область,0,0
106808606,57,0,Высшее,Не состоял в браке,1,1,1,1,Кировская область,Кировская область,Кировская область,0,0
106815027,25,1,Среднее специальное,Разведен(а),1,1,1,0,Смоленская область,Смоленская область,Смоленская область,0,0
106808953,35,1,Среднее специальное,Состою в браке,2,2,1,0,Пермская область,Пермская область,Пермская область,0,0
106817302,23,0,Среднее,Состою в браке,1,1,1,0,Удмуртия,Удмуртия,Удмуртия,0,0
106810904,52,1,Среднее специальное,Состою в браке,0,0,0,1,Удмуртия,Удмуртия,Удмуртия,0,0
106807877,24,0,Высшее,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,1
106815795,32,1,Среднее,Разведен(а),3,3,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106805837,48,1,Среднее специальное,Не состоял в браке,0,0,1,0,Курганская область,Курганская область,Курганская область,1,0
106807889,52,1,Высшее,Вдовец/Вдова,0,0,1,1,Пермская область,Пермская область,Пермская область,1,0
106809595,49,0,Среднее,Состою в браке,2,0,1,0,Чувашия,Чувашия,Чувашия,0,0
106804859,51,0,Среднее специальное,Состою в браке,2,0,1,0,Приморский край,Приморский край,Приморский край,0,0
106819472,48,1,Среднее,Разведен(а),1,1,1,0,Читинская область,Читинская область,Читинская область,0,0
106808080,47,0,Среднее специальное,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,1
106812536,33,1,Среднее специальное,Состою в браке,3,3,1,0,Орловская область,Орловская область,Орловская область,0,0
106815376,44,0,Среднее,Состою в браке,2,2,1,0,Красноярский край,Красноярский край,Красноярский край,1,1
106804467,37,1,Среднее специальное,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0
106816262,36,1,Высшее,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,Смоленская область,0,1
106808368,57,1,Среднее,Не состоял в браке,0,0,0,1,Горный Алтай,Горный Алтай,Горный Алтай,1,0
106806761,34,0,Среднее специальное,Состою в браке,1,0,1,0,Татарстан,Татарстан,Татарстан,0,0
106805050,27,0,Высшее,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,0,0
106818645,24,1,Среднее,Не состоял в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106818779,34,0,Среднее,Состою в браке,2,2,1,0,Архангельская область,Архангельская область,Архангельская область,1,0
106816212,54,1,Среднее специальное,Вдовец/Вдова,0,0,1,1,Архангельская область,Архангельская область,Архангельская область,0,0
106815755,39,1,Среднее,Не состоял в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0
106811769,36,0,Среднее специальное,Состою в браке,2,2,1,0,Свердловская область,Свердловская область,Свердловская область,1,0
106814540,45,0,Среднее,Состою в браке,2,1,1,0,Читинская область,Читинская область,Читинская область,1,1
106812391,35,1,Неполное среднее,Гражданский брак,2,1,1,0,Красноярский край,Красноярский край,Красноярский край,0,0
106806288,30,0,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1
106808125,50,1,Среднее специальное,Состою в браке,1,0,1,0,Алтайский край,Алтайский край,Алтайский край,0,1
106811645,52,0,Среднее специальное,Состою в браке,0,0,0,1,Ставропольский край,Ставропольский край,Ставропольский край,0,0
106813744,26,1,Среднее специальное,Разведен(а),2,2,1,0,Удмуртия,Удмуртия,Удмуртия,0,0
106813964,44,1,Среднее,Состою в браке,2,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106813698,51,0,Среднее специальное,Состою в браке,0,0,1,0,Брянская область,Брянская область,Брянская область,0,0
106819960,45,0,Среднее специальное,Вдовец/Вдова,0,0,1,0,Московская область,Московская область,Московская область,0,0
106817002,32,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,Бурятия,Бурятия,Бурятия,0,0
106804459,59,1,Высшее,Разведен(а),1,0,1,0,Тульская область,Тульская область,Тульская область,0,0
106811498,62,1,Среднее специальное,Состою в браке,0,0,1,1,Бурятия,Бурятия,Бурятия,0,0
106817309,38,1,Среднее специальное,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106812608,39,1,Среднее специальное,Состою в браке,0,0,1,1,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106815919,47,1,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0
106812242,42,0,Среднее специальное,Состою в браке,5,4,1,0,Амурская область,Амурская область,Амурская область,1,0
106807746,37,1,Среднее,Состою в браке,2,2,1,0,Брянская область,Брянская область,Брянская область,0,0
106811259,39,0,Высшее,Состою в браке,1,1,1,0,Новгородская область,Новгородская область,Новгородская область,1,1
106816651,43,1,Среднее,Состою в браке,3,1,1,0,Чувашия,Чувашия,Чувашия,0,0
106814175,60,0,Среднее,Состою в браке,2,0,0,1,Нижегородская область,Нижегородская область,Нижегородская область,1,0
106807409,40,1,Среднее специальное,Состою в браке,2,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106816667,29,0,Неоконченное высшее,Состою в браке,1,2,1,0,Приморский край,Приморский край,Приморский край,1,0
106806652,30,1,Среднее,Разведен(а),2,2,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106809661,55,1,Среднее,Не состоял в браке,4,0,1,0,Читинская область,Читинская область,Читинская область,0,0
106804372,52,1,Неполное среднее,Состою в браке,4,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106816661,63,1,Среднее специальное,Не состоял в браке,0,0,0,1,Кемеровская область,Кемеровская область,Кемеровская область,1,0
106819562,42,1,Среднее специальное,Состою в браке,2,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0
106817203,55,1,Среднее специальное,Состою в браке,3,0,1,0,Тверская область,Москва,Москва,0,0
106817931,58,1,Среднее,Состою в браке,3,0,0,1,Свердловская область,Свердловская область,Свердловская область,0,0
106816298,25,1,Среднее,Состою в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0
106812102,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0
106815485,30,0,Среднее специальное,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106813894,22,1,Высшее,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106807298,34,1,Среднее специальное,Состою в браке,2,2,1,0,Брянская область,Брянская область,Брянская область,0,0
106814219,41,1,Высшее,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,1,0
106817882,63,1,Среднее,Состою в браке,3,0,0,1,Костромская область,Костромская область,Костромская область,0,0
106809825,58,1,Среднее специальное,Состою в браке,0,0,1,1,Новосибирская область,Новосибирская область,Новосибирская область,0,0
106810616,56,1,Высшее,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,0
106819928,34,1,Высшее,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,Мурманская область,1,0
106818586,49,0,Неполное среднее,Состою в браке,1,0,1,0,Кировская область,Кировская область,Кировская область,1,0
106810922,36,1,Среднее специальное,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,0
106818531,26,1,Среднее,Не состоял в браке,0,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0
106806051,35,1,Среднее специальное,Состою в браке,2,2,1,0,Астраханская область,Астраханская область,Астраханская область,0,0
106814916,32,1,Среднее специальное,Разведен(а),1,1,1,0,Воронежская область,Воронежская область,Воронежская область,1,0
106811111,33,1,Среднее,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106810211,35,1,Среднее специальное,Не состоял в браке,1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106804432,35,1,Среднее специальное,Состою в браке,1,1,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0
106804752,49,1,Среднее специальное,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106820310,53,1,Среднее,Состою в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0
106813827,42,0,Среднее специальное,Состою в браке,2,2,1,0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,1,1
106815137,35,0,Среднее,Состою в браке,1,1,1,0,Костромская область,Костромская область,Костромская область,1,1
106817638,30,0,Среднее специальное,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,1
106813680,24,1,Среднее специальное,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106808788,27,0,Высшее,Не состоял в браке,0,0,1,0,Бурятия,Бурятия,Бурятия,0,0
106804465,58,0,Высшее,Состою в браке,3,1,1,0,Курская область,Курская область,Курская область,0,0
106815911,41,1,Среднее,Состою в браке,1,0,1,0,Орловская область,Орловская область,Орловская область,1,0
106816677,39,0,Среднее,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,Вологодская область,1,1
106819403,32,1,Среднее,Состою в браке,2,2,1,0,Челябинская область,Челябинская область,Челябинская область,0,0
106813654,23,1,Среднее специальное,Гражданский брак,0,0,1,0,Архангельская область,Архангельская область,Архангельская область,0,0
106815324,25,1,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0
106807659,46,1,Неполное среднее,Не состоял в браке,3,2,0,1,Агинский Бурятский АО,Агинский Бурятский АО,Агинский Бурятский АО,0,0
106815536,26,1,Среднее специальное,Не состоял в браке,1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106817877,59,1,Среднее,Не состоял в браке,0,0,0,1,Омская область,Омская область,Омская область,0,1
106811192,54,0,Среднее специальное,Не состоял в браке,2,1,1,0,Татарстан,Татарстан,Татарстан,0,0
106818011,62,1,Среднее,Вдовец/Вдова,1,0,0,1,Чувашия,Чувашия,Чувашия,0,0
106805877,45,0,Среднее,Состою в браке,0,0,1,0,Татарстан,Татарстан,Татарстан,0,0
106805750,45,1,Среднее специальное,Разведен(а),2,1,1,0,Татарстан,Татарстан,Татарстан,1,0
106805116,28,0,Высшее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106810448,42,1,Среднее специальное,Не состоял в браке,2,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,0
106818331,40,0,Среднее специальное,Состою в браке,1,1,1,0,Адыгея,Адыгея,Адыгея,0,1
106812848,44,1,Среднее специальное,Разведен(а),1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106805317,37,0,Среднее специальное,Состою в браке,2,2,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,1
106812873,27,1,Высшее,Разведен(а),1,1,1,0,Удмуртия,Удмуртия,Удмуртия,1,0
106814840,53,0,Среднее специальное,Разведен(а),0,0,1,1,Архангельская область,Архангельская область,Архангельская область,0,0
106806786,51,1,Высшее,Разведен(а),1,0,1,0,Ярославская область,Ярославская область,Ярославская область,1,0
106808881,26,0,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1
106814492,44,1,Неоконченное высшее,Не состоял в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,1,0
106816857,39,0,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,1,1
106816744,29,0,Среднее,Состою в браке,2,2,1,0,Бурятия,Бурятия,Бурятия,0,0
106805378,34,1,Среднее,Состою в браке,1,1,1,0,Архангельская область,Архангельская область,Архангельская область,0,0
106816614,38,0,Среднее,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,1,0
106813563,35,1,Среднее специальное,Состою в браке,1,1,1,0,Самарская область,Самарская область,Самарская область,0,0
106812085,30,0,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1
106811044,28,0,Среднее специальное,Разведен(а),2,2,1,0,Тверская область,Тверская область,Тверская область,1,1
106818509,30,0,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0
106810514,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,Белгородская область,Белгородская область,Белгородская область,0,1
106819022,29,0,Среднее,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0
106805260,43,1,Среднее специальное,Состою в браке,2,0,1,0,Алтайский край,Алтайский край,Алтайский край,1,0
106817872,26,1,Среднее,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106808467,27,1,Среднее,Состою в браке,2,2,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,0
106816374,55,0,Среднее специальное,Состою в браке,2,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0
106814653,42,1,Среднее,Состою в браке,1,1,1,0,Новгородская область,Новгородская область,Новгородская область,1,0
106814267,50,1,Неполное среднее,Не состоял в браке,1,0,0,1,Белгородская область,Белгородская область,Белгородская область,0,0
106819662,49,1,Среднее,Состою в браке,2,0,1,0,Ивановская область,Ивановская область,Ивановская область,1,0
106818381,37,1,Среднее специальное,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0
106804858,52,1,Среднее специальное,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0
106813830,57,0,Среднее специальное,Состою в браке,1,0,0,1,Мурманская область,Мурманская область,Мурманская область,1,0
106806647,43,1,Среднее специальное,Не состоял в браке,0,0,1,0,Псковская область,Псковская область,Псковская область,0,0
106805798,53,1,Среднее специальное,Состою в браке,0,0,1,0,Башкирия,Башкирия,Башкирия,0,0
106813913,36,1,Неполное среднее,Состою в браке,3,3,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106815542,24,0,Среднее,Не состоял в браке,0,0,1,0,Омская область,Омская область,Омская область,0,0
106812728,36,1,Высшее,Разведен(а),1,1,1,0,Мурманская область,Мурманская область,Мурманская область,1,1
106807222,35,0,Высшее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1
106805089,31,1,Среднее специальное,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106815511,43,0,Среднее специальное,Не состоял в браке,1,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0
106806346,56,1,Среднее специальное,Состою в браке,1,0,0,1,Самарская область,Самарская область,Самарская область,1,0
106815941,35,0,Среднее,Состою в браке,1,1,1,0,Курская область,Курская область,Курская область,1,0
106812196,50,1,Среднее специальное,Состою в браке,1,0,0,1,Курская область,Курская область,Курская область,0,0
106817682,56,1,Среднее,Вдовец/Вдова,0,0,0,1,Астраханская область,Астраханская область,Астраханская область,0,0
106806529,54,1,Среднее специальное,Вдовец/Вдова,3,0,1,0,Читинская область,Читинская область,Читинская область,0,0
106818542,37,0,Среднее специальное,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,1,0
106806767,55,0,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106810615,54,0,Высшее,Состою в браке,0,0,1,0,Томская область,Томская область,Томская область,1,1
106820018,34,0,Среднее,Состою в браке,0,0,1,0,Тюменская область,Тюменская область,Тюменская область,0,0
106805644,42,0,Высшее,Состою в браке,2,2,1,0,Московская область,Московская область,Московская область,0,0
106810625,58,1,Среднее специальное,Не состоял в браке,0,0,0,1,Якутия,Якутия,Якутия,0,0
106810491,38,1,Среднее специальное,Разведен(а),1,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106813354,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,Коми,Коми,Коми,0,0
106806040,58,0,Среднее специальное,Состою в браке,2,0,1,1,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0
106816789,57,1,Среднее,Состою в браке,1,1,0,1,Пермская область,Пермская область,Пермская область,1,0
106820184,30,1,Среднее специальное,Состою в браке,2,2,1,0,Тверская область,Тверская область,Тверская область,1,0
106808210,27,0,Высшее,Не состоял в браке,0,0,1,0,Камчатская область,Камчатская область,Камчатская область,0,0
106814468,38,0,Среднее,Состою в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,0,1
106817195,45,1,Среднее,Вдовец/Вдова,4,2,1,0,Татарстан,Татарстан,Татарстан,1,0
106809741,46,1,Высшее,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106806584,51,1,Среднее специальное,Состою в браке,4,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0
106808068,32,1,Среднее специальное,Состою в браке,1,1,1,0,Липецкая область,Воронежская область,Воронежская область,0,0
106805616,52,1,Высшее,Состою в браке,2,0,1,0,Ивановская область,Ивановская область,Ивановская область,1,0
106812027,42,1,Среднее специальное,Состою в браке,1,0,1,0,Адыгея,Адыгея,Адыгея,1,0
106812281,47,0,Высшее,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0
106808153,27,1,Высшее,Не состоял в браке,0,0,1,0,Чувашия,Чувашия,Чувашия,0,0
106807210,61,1,Среднее,Не состоял в браке,2,0,0,1,Ростовская область,Ростовская область,Ростовская область,1,0
106820297,32,0,Высшее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0
106810508,29,0,Среднее специальное,Состою в браке,2,2,1,0,Чувашия,Чувашия,Чувашия,0,0
106808834,57,1,Среднее,Не состоял в браке,2,0,0,1,Иркутская область,Иркутская область,Иркутская область,0,1
106812733,48,0,Среднее специальное,Состою в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,0
106808690,49,0,Высшее,Состою в браке,3,1,1,0,Калужская область,Москва,Москва,0,0
106805355,33,1,Среднее специальное,Состою в браке,1,1,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0
106807203,40,0,Среднее,Состою в браке,1,1,1,0,Амурская область,Амурская область,Амурская область,1,1
106816629,42,1,Среднее,Гражданский брак,0,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0
106804598,35,0,Высшее,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,0
106820109,49,1,Высшее,Разведен(а),2,0,1,0,Амурская область,Амурская область,Амурская область,1,0
106806858,49,0,Среднее специальное,Состою в браке,2,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1
106810971,29,1,Среднее специальное,Состою в браке,2,2,1,0,Татарстан,Татарстан,Татарстан,1,0
106810001,43,1,Среднее специальное,Состою в браке,0,0,1,0,Астраханская область,Астраханская область,Астраханская область,0,0
106809793,26,0,Среднее,Состою в браке,1,1,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0
106816876,57,1,Среднее специальное,Состою в браке,1,0,1,1,Хакасия,Хакасия,Хакасия,1,0
106805256,25,0,Высшее,Не состоял в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,0
106810442,56,1,Среднее,Состою в браке,1,1,1,1,Красноярский край,Красноярский край,Красноярский край,0,0
106816557,52,1,Среднее,Разведен(а),1,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0
106812830,27,0,Среднее специальное,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,0,0
106808664,59,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,Карелия,Карелия,Карелия,0,0
106820273,49,1,Среднее специальное,Состою в браке,2,1,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106813918,27,1,Высшее,Состою в браке,1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,1,0
106817626,47,0,Высшее,Состою в браке,3,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,1
106806122,38,0,Среднее специальное,Состою в браке,3,3,1,0,Тульская область,Тульская область,Тульская область,1,1
106804882,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0
106808265,23,1,Среднее,Состою в браке,1,1,1,0,Липецкая область,Липецкая область,Липецкая область,1,0
106810660,36,1,Среднее специальное,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0
106809184,30,0,Высшее,Не состоял в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106819583,36,0,Среднее,Состою в браке,0,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0
106805831,41,1,Среднее специальное,Состою в браке,1,1,1,0,Архангельская область,Архангельская область,Архангельская область,0,0
106808100,48,1,Среднее специальное,Состою в браке,2,0,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106806922,64,1,Среднее,Состою в браке,1,0,0,1,Красноярский край,Красноярский край,Красноярский край,0,0
106810408,55,1,Среднее специальное,Состою в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,0
106817949,45,1,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,0,0
106813775,24,1,Среднее,Не состоял в браке,0,0,1,0,Пензенская область,Пензенская область,Пензенская область,1,0
106814849,45,1,Среднее,Разведен(а),0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,1,0
106810744,34,0,Среднее,Гражданский брак,1,1,1,0,Коми,Коми,Коми,1,0
106813696,25,1,Высшее,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0
106810672,24,0,Среднее специальное,Состою в браке,1,2,1,0,Томская область,Томская область,Томская область,0,1
106814949,29,0,Высшее,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,1
106805898,27,1,Высшее,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106812365,40,1,Среднее специальное,Состою в браке,3,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0
106819112,53,1,Среднее,Состою в браке,2,0,1,0,Рязанская область,Рязанская область,Рязанская область,0,0
106809145,25,1,Среднее специальное,Состою в браке,0,0,1,0,Псковская область,Псковская область,Псковская область,0,0
106814952,54,1,Среднее,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0
106808739,36,0,Среднее специальное,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,1
106808735,42,1,Среднее специальное,Не состоял в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0
106812528,33,1,Среднее,Состою в браке,2,2,1,0,Московская область,Московская область,Московская область,0,0
106818046,49,0,Высшее,Состою в браке,2,1,1,0,Москва,Москва,Москва,0,1
106811609,26,0,Среднее специальное,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,1,0
106818925,31,0,Среднее специальное,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1
106818602,50,1,Среднее,Не состоял в браке,1,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0
106819623,42,1,Среднее,Не состоял в браке,0,0,0,1,Горный Алтай,Горный Алтай,Горный Алтай,0,0
106810167,32,0,Высшее,Состою в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0
106811002,40,1,Среднее специальное,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,Алтайский край,1,0
106819945,31,1,Среднее,Состою в браке,1,1,1,0,Коми,Коми,Коми,0,0
106816922,39,1,Высшее,Не состоял в браке,1,0,1,0,Камчатская область,Камчатская область,Камчатская область,1,0
106810934,26,0,Высшее,Состою в браке,1,1,1,0,Коми,Коми,Коми,0,0
106806666,48,1,Среднее специальное,Состою в браке,2,0,0,1,Курская область,Курская область,Курская область,0,0
106815743,46,1,Среднее,Состою в браке,1,0,1,0,Приморский край,Приморский край,Приморский край,1,0
106816228,35,0,Высшее,Состою в браке,2,2,1,0,Татарстан,Татарстан,Татарстан,0,0
106810722,36,1,Среднее специальное,Разведен(а),2,2,1,0,Читинская область,Читинская область,Читинская область,0,0
106810927,34,0,Среднее специальное,Состою в браке,1,2,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,1
106811103,30,1,Среднее специальное,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,0
106815735,55,1,Среднее,Разведен(а),2,0,1,0,Читинская область,Читинская область,Читинская область,0,0
106820049,49,0,Среднее,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1
106818443,46,1,Среднее,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0
106811701,48,1,Среднее специальное,Состою в браке,1,1,1,0,Камчатская область,Камчатская область,Камчатская область,0,0
106810108,49,1,Высшее,Не состоял в браке,1,1,1,0,Якутия,Якутия,Якутия,0,0
106815005,25,0,Среднее,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0
106813030,41,1,Высшее,Разведен(а),1,1,1,0,Свердловская область,Свердловская область,Свердловская область,1,0
106805216,33,1,Высшее,Разведен(а),1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0
106813407,41,1,Среднее специальное,Состою в браке,0,2,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0
106820047,52,1,Высшее,Состою в браке,1,1,0,1,Адыгея,Адыгея,Адыгея,0,0
106808527,44,1,Среднее специальное,Не состоял в браке,1,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0
106816218,62,1,Среднее специальное,Состою в браке,2,0,0,1,Курганская область,Курганская область,Курганская область,0,0
106805190,37,0,Среднее специальное,Состою в браке,1,1,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0
106814908,32,1,Среднее,Состою в браке,1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0
106816220,25,1,Среднее специальное,Разведен(а),1,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0
106817079,46,1,Среднее специальное,Состою в браке,0,0,1,0,Орловская область,Орловская область,Орловская область,0,0
106815230,27,1,Среднее специальное,Не состоял в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0
106816823,38,1,Среднее специальное,Состою в браке,2,2,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0
106806250,44,1,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,1,0
106817522,53,1,Среднее,Состою в браке,1,1,1,1,Брянская область,Брянская область,Брянская область,0,0
106810215,34,1,Высшее,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,0
106817852,37,1,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0
106818341,58,1,Неполное среднее,Состою в браке,0,0,1,1,Ульяновская область,Ульяновская область,Ульяновская область,0,0
106806047,30,1,Среднее специальное,Не состоял в браке,0,0,1,0,Курганская область,Курганская область,Курганская область,0,0
106818933,33,1,Среднее специальное,Состою в браке,2,2,1,0,Тульская область,Тульская область,Тульская область,1,0
