GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,ID_CLIENT
Здравоохранение,Специалист,Участие в основ. деятельности,134.0,106808378
Наука,Специалист,Участие в основ. деятельности,216.0,106808379
Транспорт,Специалист,Участие в основ. деятельности,18.0,106808380
Развлечения/Искусство,Руководитель среднего звена,Участие в основ. деятельности,120.0,106808381
Государственная служба,Специалист,Участие в основ. деятельности,216.0,106808382
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,38.0,106808383
Торговля,Специалист,Участие в основ. деятельности,12.0,106808384
Энергетика,Работник сферы услуг,Участие в основ. деятельности,72.0,106808385
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,14.0,106808386
,,,,106808387
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,120.0,106808388
Другие сферы,Специалист,Участие в основ. деятельности,336.0,106808389
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,36.0,106808390
Государственная служба,Рабочий,Участие в основ. деятельности,24.0,106808391
Строительство,Работник сферы услуг,Вспомогательный техперсонал,48.0,106808392
Здравоохранение,Специалист,Пр-техн. обесп. и телеком.,12.0,106808393
,,,,106808394
Торговля,Рабочий,Участие в основ. деятельности,36.0,106808395
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,96.0,106808396
Здравоохранение,Рабочий,Участие в основ. деятельности,125.0,106808397
Образование,Специалист,Участие в основ. деятельности,11.0,106808398
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106808399
Государственная служба,Служащий,Участие в основ. деятельности,12.0,106808400
,,,,106808401
Ресторанный бизнес/Общественное питание,Рабочий,Вспомогательный техперсонал,36.0,106808402
Металлургия/Промышленность/Машиностроение,Рабочий,Снабжение и сбыт,12.0,106808403
Образование,Специалист,Участие в основ. деятельности,38.0,106808404
Страхование,Служащий,Служба безопасности,60.0,106808405
Здравоохранение,Специалист,Участие в основ. деятельности,300.0,106808406
Государственная служба,Служащий,Участие в основ. деятельности,48.0,106808407
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,2.0,106808408
Транспорт,Специалист,Участие в основ. деятельности,276.0,106808409
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106808410
Торговля,Рабочий,Участие в основ. деятельности,12.0,106808411
Образование,Специалист,Участие в основ. деятельности,156.0,106808412
Другие сферы,Служащий,Вспомогательный техперсонал,24.0,106808413
Другие сферы,Специалист,Участие в основ. деятельности,168.0,106808414
Транспорт,Специалист,Участие в основ. деятельности,204.0,106808415
Торговля,Специалист,"Бухгалтерия, финансы, планир.",24.0,106808416
,,,,106808417
,,,,106808418
Образование,Специалист,Участие в основ. деятельности,384.0,106808419
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,24.0,106808420
,,,,106808421
,,,,106808422
Торговля,Рабочий,Участие в основ. деятельности,78.0,106808423
Здравоохранение,Специалист,Участие в основ. деятельности,58.0,106808424
Сельское хозяйство,Рабочий,Участие в основ. деятельности,84.0,106808425
Здравоохранение,Рабочий,Участие в основ. деятельности,48.0,106808426
Торговля,Руководитель высшего звена,Участие в основ. деятельности,120.0,106808427
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,24.0,106808428
Образование,Специалист,Участие в основ. деятельности,24.0,106808429
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,120.0,106808430
Другие сферы,Рабочий,Участие в основ. деятельности,7.0,106808431
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,84.0,106808432
,,,,106808433
Наука,Специалист,Участие в основ. деятельности,72.0,106808434
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106808435
Государственная служба,Рабочий,Вспомогательный техперсонал,6.0,106808436
Строительство,Рабочий,Участие в основ. деятельности,48.0,106808437
Другие сферы,Рабочий,Участие в основ. деятельности,36.0,106808438
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106808439
Другие сферы,Рабочий,Вспомогательный техперсонал,108.0,106808440
Другие сферы,Руководитель высшего звена,Участие в основ. деятельности,38.0,106808441
Наука,Руководитель среднего звена,Участие в основ. деятельности,72.0,106808442
Торговля,Специалист,Участие в основ. деятельности,72.0,106808443
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,252.0,106808444
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,12.0,106808445
Транспорт,Рабочий,Участие в основ. деятельности,3.0,106808446
Торговля,Специалист,Участие в основ. деятельности,48.0,106808447
Другие сферы,Рабочий,Участие в основ. деятельности,120.0,106808448
Строительство,Специалист,Участие в основ. деятельности,24.0,106808449
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,24.0,106808450
Торговля,Специалист,Участие в основ. деятельности,72.0,106808451
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,108.0,106808452
,,,,106808453
Развлечения/Искусство,Работник сферы услуг,Участие в основ. деятельности,39.0,106808454
Здравоохранение,Специалист,Участие в основ. деятельности,60.0,106808455
Наука,Рабочий,Участие в основ. деятельности,48.0,106808456
Образование,Специалист,Участие в основ. деятельности,24.0,106808457
,,,,106808458
Металлургия/Промышленность/Машиностроение,Специалист,Адм-хоз. и трансп. службы,60.0,106808459
Информационные технологии,Работник сферы услуг,Вспомогательный техперсонал,12.0,106808460
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,70.0,106808461
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,48.0,106808462
Энергетика,Рабочий,Участие в основ. деятельности,60.0,106808463
Государственная служба,Специалист,Участие в основ. деятельности,156.0,106808464
Образование,Специалист,Вспомогательный техперсонал,25.0,106808465
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,72.0,106808466
Образование,Служащий,Вспомогательный техперсонал,24.0,106808467
Транспорт,Индивидуальный предприниматель,Участие в основ. деятельности,50.0,106808468
Металлургия/Промышленность/Машиностроение,Рабочий,Адм-хоз. и трансп. службы,36.0,106808469
Торговля,Специалист,Участие в основ. деятельности,36.0,106808470
Строительство,Рабочий,Участие в основ. деятельности,108.0,106808471
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106808472
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,168.0,106808473
Транспорт,Специалист,Участие в основ. деятельности,60.0,106808474
,,,,106808475
Строительство,Рабочий,Адм-хоз. и трансп. службы,84.0,106808476
Государственная служба,Специалист,Участие в основ. деятельности,6.0,106808477
Торговля,Руководитель высшего звена,Участие в основ. деятельности,84.0,106808478
,,,,106808479
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,106808480
Другие сферы,Специалист,Участие в основ. деятельности,192.0,106808481
Другие сферы,Рабочий,Участие в основ. деятельности,96.0,106808482
,,,,106808483
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,48.0,106808484
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,96.0,106808485
Строительство,Специалист,Участие в основ. деятельности,36.0,106808486
Коммунальное хоз-во/Дорожные службы,Рабочий,Адм-хоз. и трансп. службы,2.0,106808487
Торговля,Руководитель высшего звена,Участие в основ. деятельности,24.0,106808488
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,20.0,106808489
Другие сферы,Специалист,Юридическая служба,40.0,106808490
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106808491
Образование,Специалист,Участие в основ. деятельности,528.0,106808492
Торговля,Специалист,Участие в основ. деятельности,120.0,106808493
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,312.0,106808494
Другие сферы,Служащий,Участие в основ. деятельности,24.0,106808495
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,8.0,106808496
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,6.0,106808497
,,,,106808498
СМИ/Реклама/PR-агенства,Специалист,Реклама и маркетинг,8.0,106808499
Сельское хозяйство,Специалист,"Бухгалтерия, финансы, планир.",214.0,106808500
Государственная служба,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",108.0,106808501
Другие сферы,Специалист,Участие в основ. деятельности,156.0,106808502
Образование,Специалист,Участие в основ. деятельности,108.0,106808503
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,7.0,106808504
Образование,Специалист,Участие в основ. деятельности,120.0,106808505
Здравоохранение,Специалист,Участие в основ. деятельности,372.0,106808506
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,8.0,106808507
,,,,106808508
Здравоохранение,Специалист,Участие в основ. деятельности,96.0,106808509
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,72.0,106808510
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106808511
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,228.0,106808512
Государственная служба,Специалист,Участие в основ. деятельности,96.0,106808513
Торговля,Специалист,Участие в основ. деятельности,84.0,106808514
Развлечения/Искусство,Рабочий,Участие в основ. деятельности,252.0,106808515
Государственная служба,Руководитель высшего звена,Кадровая служба и секретариат,144.0,106808516
Транспорт,Специалист,Участие в основ. деятельности,84.0,106808517
Государственная служба,Специалист,Участие в основ. деятельности,27.0,106808518
Строительство,Специалист,Участие в основ. деятельности,40.0,106808519
Торговля,Специалист,Участие в основ. деятельности,36.0,106808520
Торговля,Руководитель среднего звена,Участие в основ. деятельности,4.0,106808521
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,12.0,106808522
Другие сферы,Другое,Участие в основ. деятельности,120.0,106808523
Торговля,Работник сферы услуг,Участие в основ. деятельности,15.0,106808524
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",328.0,106808525
Торговля,Руководитель среднего звена,Участие в основ. деятельности,24.0,106808526
Торговля,Руководитель среднего звена,Участие в основ. деятельности,180.0,106808527
Образование,Специалист,Участие в основ. деятельности,24.0,106808528
Торговля,Специалист,Участие в основ. деятельности,6.0,106808529
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106808530
Торговля,Руководитель высшего звена,Участие в основ. деятельности,96.0,106808531
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106808532
Сельское хозяйство,Рабочий,Адм-хоз. и трансп. службы,36.0,106808533
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,120.0,106808534
Транспорт,Специалист,Участие в основ. деятельности,9.0,106808535
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106808536
Информационные услуги,Специалист,Участие в основ. деятельности,240.0,106808537
Информационные технологии,Специалист,Участие в основ. деятельности,36.0,106808538
Государственная служба,Специалист,Участие в основ. деятельности,5.0,106808539
,,,,106808540
Нефтегазовая промышленность,Руководитель среднего звена,Адм-хоз. и трансп. службы,93.0,106808541
Образование,Работник сферы услуг,Участие в основ. деятельности,96.0,106808542
Торговля,Рабочий,Участие в основ. деятельности,7.0,106808543
Строительство,Служащий,Вспомогательный техперсонал,192.0,106808544
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,360.0,106808545
Банк/Финансы,Специалист,"Бухгалтерия, финансы, планир.",132.0,106808546
Другие сферы,Рабочий,Участие в основ. деятельности,30.0,106808547
Образование,Рабочий,Участие в основ. деятельности,36.0,106808548
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,12.0,106808549
Торговля,Специалист,Участие в основ. деятельности,18.0,106808550
Торговля,Специалист,Участие в основ. деятельности,24.0,106808551
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,36.0,106808552
Другие сферы,Рабочий,Участие в основ. деятельности,60.0,106808553
,,,,106808554
Строительство,Рабочий,Участие в основ. деятельности,348.0,106808555
ЧОП/Детективная д-ть,Служащий,Служба безопасности,96.0,106808556
Государственная служба,Специалист,Участие в основ. деятельности,37.0,106808557
Транспорт,Индивидуальный предприниматель,Участие в основ. деятельности,132.0,106808558
Химия/Парфюмерия/Фармацевтика,Специалист,Участие в основ. деятельности,36.0,106808559
,,,,106808560
Государственная служба,Рабочий,Участие в основ. деятельности,228.0,106808561
Транспорт,Рабочий,Участие в основ. деятельности,12.0,106808562
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106808563
Образование,Служащий,Участие в основ. деятельности,12.0,106808564
Информационные услуги,Руководитель высшего звена,Участие в основ. деятельности,60.0,106808565
Образование,Специалист,Участие в основ. деятельности,204.0,106808566
Торговля,Специалист,Участие в основ. деятельности,36.0,106808567
,,,,106808568
Строительство,Другое,Участие в основ. деятельности,18.0,106808569
Строительство,Специалист,Участие в основ. деятельности,96.0,106808570
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106808571
Государственная служба,Специалист,Участие в основ. деятельности,18.0,106808572
,,,,106808573
Здравоохранение,Рабочий,Участие в основ. деятельности,48.0,106808574
Торговля,Специалист,Участие в основ. деятельности,60.0,106808575
Наука,Руководитель среднего звена,Участие в основ. деятельности,49.0,106808576
Другие сферы,Рабочий,Вспомогательный техперсонал,216.0,106808577
Образование,Рабочий,Участие в основ. деятельности,60.0,106808578
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,60.0,106808579
,,,,106808580
,,,,106808581
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106808582
Другие сферы,Руководитель высшего звена,Участие в основ. деятельности,108.0,106808583
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106808584
Коммунальное хоз-во/Дорожные службы,Высококвалифиц. специалист,Участие в основ. деятельности,228.0,106808585
Образование,Специалист,Участие в основ. деятельности,288.0,106808586
Транспорт,Рабочий,Участие в основ. деятельности,36.0,106808587
Туризм,Специалист,Участие в основ. деятельности,120.0,106808588
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106808589
Банк/Финансы,Специалист,Участие в основ. деятельности,6.0,106808590
Наука,Специалист,Участие в основ. деятельности,204.0,106808591
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,6.0,106808592
Транспорт,Специалист,Кадровая служба и секретариат,13.0,106808593
Торговля,Специалист,Участие в основ. деятельности,60.0,106808594
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,300.0,106808595
Другие сферы,Рабочий,Участие в основ. деятельности,120.0,106808596
Здравоохранение,Специалист,Участие в основ. деятельности,4.0,106808597
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,84.0,106808598
Торговля,Рабочий,Участие в основ. деятельности,60.0,106808599
Строительство,Специалист,Участие в основ. деятельности,78.0,106808600
Сельское хозяйство,Руководитель низшего звена,Участие в основ. деятельности,30.0,106808601
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106808602
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106808603
Другие сферы,Рабочий,Участие в основ. деятельности,36.0,106808604
Строительство,Рабочий,Участие в основ. деятельности,12.0,106808605
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,432.0,106808606
Государственная служба,Специалист,Участие в основ. деятельности,324.0,106808607
Торговля,Специалист,Участие в основ. деятельности,11.0,106808608
Строительство,Специалист,Участие в основ. деятельности,4.0,106808609
,,,,106808610
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",3.0,106808611
Информационные услуги,Специалист,Участие в основ. деятельности,7.0,106808612
Торговля,Работник сферы услуг,Участие в основ. деятельности,24.0,106808613
Сельское хозяйство,Индивидуальный предприниматель,Участие в основ. деятельности,220.0,106808614
Сельское хозяйство,Специалист,Вспомогательный техперсонал,6.0,106808615
Здравоохранение,Специалист,Участие в основ. деятельности,312.0,106808616
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,72.0,106808617
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106808618
Ресторанный бизнес/Общественное питание,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106808619
Торговля,Руководитель высшего звена,Участие в основ. деятельности,120.0,106808620
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,59.0,106808621
,,,,106808622
,,,,106808623
Сборочные производства,Рабочий,Участие в основ. деятельности,48.0,106808624
Другие сферы,Специалист,Участие в основ. деятельности,156.0,106808625
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106808626
,,,,106808627
Другие сферы,Рабочий,Адм-хоз. и трансп. службы,391.0,106808628
Образование,Специалист,Участие в основ. деятельности,240.0,106808629
Другие сферы,Рабочий,Участие в основ. деятельности,24.0,106808630
Транспорт,Специалист,Участие в основ. деятельности,12.0,106808631
Другие сферы,Рабочий,Вспомогательный техперсонал,24.0,106808632
Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,6.0,106808633
Торговля,Специалист,Участие в основ. деятельности,36.0,106808634
,,,,106808635
Здравоохранение,Служащий,Участие в основ. деятельности,216.0,106808636
Другие сферы,Рабочий,Участие в основ. деятельности,40.0,106808637
Развлечения/Искусство,Рабочий,Вспомогательный техперсонал,132.0,106808638
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106808639
,,,,106808640
Торговля,Руководитель среднего звена,Участие в основ. деятельности,72.0,106808641
Торговля,Специалист,Участие в основ. деятельности,24.0,106808642
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,156.0,106808643
,,,,106808644
Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,12.0,106808645
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106808646
Торговля,Рабочий,Участие в основ. деятельности,12.0,106808647
Транспорт,Рабочий,Участие в основ. деятельности,240.0,106808648
Сельское хозяйство,Специалист,Участие в основ. деятельности,24.0,106808649
Здравоохранение,Рабочий,Участие в основ. деятельности,48.0,106808650
Торговля,Рабочий,Участие в основ. деятельности,6.0,106808651
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,11.0,106808652
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,6.0,106808653
Другие сферы,Рабочий,Участие в основ. деятельности,18.0,106808654
Строительство,Специалист,Участие в основ. деятельности,18.0,106808655
Банк/Финансы,Рабочий,Адм-хоз. и трансп. службы,24.0,106808656
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,6.0,106808657
Государственная служба,Рабочий,Участие в основ. деятельности,72.0,106808658
Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,36.0,106808659
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106808660
Сельское хозяйство,Специалист,Участие в основ. деятельности,120.0,106808661
Сельское хозяйство,Специалист,Участие в основ. деятельности,108.0,106808662
Торговля,Специалист,Участие в основ. деятельности,18.0,106808663
Здравоохранение,Специалист,Участие в основ. деятельности,72.0,106808664
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,16.0,106808665
Другие сферы,Специалист,Участие в основ. деятельности,10000.0,106808666
Государственная служба,Специалист,Участие в основ. деятельности,240.0,106808667
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,106808668
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,106808669
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,106808670
Торговля,Рабочий,Участие в основ. деятельности,20.0,106808671
Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,90.0,106808672
Здравоохранение,Специалист,Участие в основ. деятельности,156.0,106808673
Коммунальное хоз-во/Дорожные службы,Руководитель среднего звена,Участие в основ. деятельности,38.0,106808674
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106808675
Другие сферы,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106808676
Энергетика,Служащий,Участие в основ. деятельности,24.0,106808677
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,252.0,106808678
Торговля,Специалист,Адм-хоз. и трансп. службы,60.0,106808679
Торговля,Специалист,Участие в основ. деятельности,48.0,106808680
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106808681
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,84.0,106808682
Строительство,Руководитель высшего звена,Участие в основ. деятельности,7.0,106808683
Нефтегазовая промышленность,Служащий,Участие в основ. деятельности,24.0,106808684
Строительство,Рабочий,Участие в основ. деятельности,84.0,106808685
Информационные технологии,Специалист,Участие в основ. деятельности,84.0,106808686
Сборочные производства,Работник сферы услуг,Участие в основ. деятельности,14.0,106808687
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106808688
Строительство,Специалист,Участие в основ. деятельности,66.0,106808689
Строительство,Руководитель низшего звена,Участие в основ. деятельности,84.0,106808690
Строительство,Рабочий,Участие в основ. деятельности,6.0,106808691
Торговля,Рабочий,Участие в основ. деятельности,36.0,106808692
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,204.0,106808693
Торговля,Рабочий,Участие в основ. деятельности,108.0,106808694
Управляющая компания,Служащий,Пр-техн. обесп. и телеком.,288.0,106808695
Торговля,Руководитель высшего звена,Участие в основ. деятельности,120.0,106808696
Другие сферы,Служащий,Участие в основ. деятельности,72.0,106808697
Сельское хозяйство,Специалист,Снабжение и сбыт,384.0,106808698
Образование,Специалист,Участие в основ. деятельности,17.0,106808699
Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,Участие в основ. деятельности,456.0,106808700
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,60.0,106808701
,,,,106808702
Торговля,Специалист,Участие в основ. деятельности,9.0,106808703
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106808704
,,,,106808705
Торговля,Специалист,Участие в основ. деятельности,360.0,106808706
Здравоохранение,Специалист,Участие в основ. деятельности,216.0,106808707
Сборочные производства,Рабочий,Участие в основ. деятельности,36.0,106808708
Сельское хозяйство,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",26.0,106808709
Транспорт,Служащий,Участие в основ. деятельности,144.0,106808710
,,,,106808711
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,180.0,106808712
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,192.0,106808713
Образование,Рабочий,Вспомогательный техперсонал,144.0,106808714
Торговля,Другое,Участие в основ. деятельности,36.0,106808715
Здравоохранение,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",98.0,106808716
,,,,106808717
Образование,Специалист,Участие в основ. деятельности,264.0,106808718
Образование,Руководитель высшего звена,Участие в основ. деятельности,288.0,106808719
Торговля,Рабочий,Вспомогательный техперсонал,3.0,106808720
Образование,Служащий,Участие в основ. деятельности,192.0,106808721
Торговля,Специалист,"Бухгалтерия, финансы, планир.",36.0,106808722
Здравоохранение,Руководитель высшего звена,Участие в основ. деятельности,180.0,106808723
Ресторанный бизнес/Общественное питание,Руководитель низшего звена,Участие в основ. деятельности,10.0,106808724
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,84.0,106808725
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106808726
Торговля,Рабочий,Участие в основ. деятельности,108.0,106808727
Информационные технологии,Специалист,Участие в основ. деятельности,2.0,106808728
Торговля,Специалист,"Бухгалтерия, финансы, планир.",17.0,106808729
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,25.0,106808730
Государственная служба,Служащий,Участие в основ. деятельности,18.0,106808731
Развлечения/Искусство,Рабочий,Вспомогательный техперсонал,3.0,106808732
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106808733
Государственная служба,Специалист,Участие в основ. деятельности,84.0,106808734
Коммунальное хоз-во/Дорожные службы,Рабочий,Вспомогательный техперсонал,84.0,106808735
Торговля,Рабочий,Участие в основ. деятельности,66.0,106808736
Сборочные производства,Специалист,Участие в основ. деятельности,24.0,106808737
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,180.0,106808738
Сельское хозяйство,Рабочий,Участие в основ. деятельности,180.0,106808739
,,,,106808740
Образование,Рабочий,Вспомогательный техперсонал,60.0,106808741
Информационные услуги,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",60.0,106808742
Другие сферы,Специалист,Снабжение и сбыт,36.0,106808743
Транспорт,Рабочий,Участие в основ. деятельности,72.0,106808744
,,,,106808745
,,,,106808746
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,11.0,106808747
Торговля,Служащий,Участие в основ. деятельности,132.0,106808748
Образование,Служащий,Участие в основ. деятельности,36.0,106808749
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,12.0,106808750
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,60.0,106808751
Торговля,Специалист,Участие в основ. деятельности,72.0,106808752
Сельское хозяйство,Рабочий,Участие в основ. деятельности,18.0,106808753
Здравоохранение,Служащий,Участие в основ. деятельности,60.0,106808754
Торговля,Специалист,Участие в основ. деятельности,27.0,106808755
Торговля,Специалист,Участие в основ. деятельности,24.0,106808756
